,index,d,lat,lon,time,apparentTemperature,cloudCover,cloudCoverError,data,dewPoint,dewPointError,humidity,humidityError,icon,isd-stations,precipIntensity,precipProbability,precipType,pressure,pressureError,sources,summary,temperature,temperatureError,units,visibility,visibilityError,windBearing,windBearingError,windSpeed,windSpeedError,fire
648,648,2016-05-28 17:06:16.000000,32.4738495047,-106.737019438,1464436800,51.38,0,,,17.15,,0.25,,clear-night,,0,0,,1008.9,,,Clear,51.38,,,9.82,,219.0,,1.72,,0.0
649,649,2016-07-05 21:29:55.000000,45.3399220594,-98.7044699978,1467720000,66.68,0,,,64.24,,0.92,,clear-day,,0.0026,0.08,rain,1004.54,,,Clear,66.68,,,9.78,,143.0,,5.29,,0.0
650,650,2016-08-30 18:51:01.000000,45.3140113973,-114.252961062,1472558400,51.11,0.05,,,35.16,,0.54,,clear-night,,0,0,,1016.94,,,Clear,51.11,,,10,,176.0,,4.33,,0.0
651,651,2016-07-06 16:15:48.000000,43.718691564,-104.542352234,1467806400,58.97,0.11,,,53.23,,0.81,,clear-day,,0,0,,1009.01,,,Clear,58.97,,,10,,97.0,,5.31,,0.0
652,652,2016-08-08 04:19:43.000000,27.5523810676,-102.983795861,1470657600,84.13,0,,,68.99,,0.67,,clear-night,,,,rain,1008.6,,,Clear,81,,,2.5,,90.0,,4,,0.0
653,653,2016-09-06 23:21:25.000000,39.9415693865,-93.4044925266,1473163200,74.75,0.03,,,70.68,,0.87,,clear-day,,0,0,,1015.7,,,Clear,74.75,,,9.41,,182.0,,8.78,,0.0
654,654,2016-06-12 22:12:29.000000,29.1240180792,-85.0905976903,1465732800,79.23,0.21,,,74.97,,0.87,,clear-day,,0,0,,1020.09,,,Clear,79.23,,,10,,347.0,,2.12,,0.0
655,655,2016-09-14 01:02:21.000000,40.2158288911,-123.388391156,1473854400,50.52,0.05,,,46.39,,0.86,,clear-night,,0,0,,1017.73,,,Clear,50.52,,,10,,82.0,,1.32,,0.0
656,656,2016-09-20 03:11:52.000000,43.1362771276,-104.357096076,1474372800,51.62,0,,,40.17,,0.65,,clear-night,,0,0,,1013.93,,,Clear,51.62,,,10,,270.0,,5.01,,0.0
657,657,2016-05-15 22:57:36.000000,40.7653427618,-75.246716162,1463313600,42.87,0.2,,,36.81,,0.65,,clear-day,,0,0,,1009.83,,,Clear,48.16,,,10,,280.0,,12.8,,0.0
658,658,2016-06-11 04:11:28.000000,34.0166336226,-122.001390224,1465646400,54.43,0.52,,,51.47,,0.9,,partly-cloudy-night,,0,0,,1013.13,,,Partly Cloudy,54.43,,,7.65,,346.0,,5.26,,0.0
659,659,2016-06-24 16:32:35.000000,37.420511276,-66.9788666728,1466769600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
660,660,2016-06-28 05:48:46.000000,33.6309883422,-90.9099863253,1467115200,75.24,0.31,,,72.5,,0.91,,partly-cloudy-day,,0,0,,1017.14,,,Partly Cloudy,75.24,,,8.88,,35.0,,5.73,,0.0
661,661,2016-09-12 06:17:38.000000,29.3449157114,-114.527480689,1473681600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
662,662,2016-07-19 14:10:37.000000,28.2542935051,-123.411464897,1468929600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
663,663,2016-09-14 23:03:28.000000,29.159058799,-98.8162628177,1473854400,74.51,0.31,,,71.59,,0.91,,partly-cloudy-night,,0.002,0.05,rain,1016.07,,,Partly Cloudy,74.51,,,9.44,,26.0,,2.44,,0.0
664,664,2016-09-09 12:40:14.000000,48.5147201575,-76.323584063,1473422400,59.11,1,,,57,,0.93,,cloudy,,0.0018,0.04,rain,1010.05,,,Overcast,59.11,,,9.21,,265.0,,6.06,,0.0
665,665,2016-08-01 04:07:48.000000,49.4746527941,-80.8608783853,1470052800,63.05,0.31,,,58.17,,0.84,,partly-cloudy-day,,0.0062,0.29,rain,1020.62,,,Partly Cloudy,63.05,,,10,,196.0,,1.16,,0.0
666,666,2016-07-17 23:17:40.000000,31.5769037559,-110.129155941,1468756800,72.99,0.15,,,55.82,,0.55,,clear-night,,0,0,,1011.38,,,Clear,72.99,,,10,,169.0,,5.13,,0.0
667,667,2016-06-30 00:02:36.000000,39.746108089,-100.687701679,1467288000,62.82,0,,,59.21,,0.88,,clear-day,,0.0036,0.13,rain,1015.44,,,Clear,62.82,,,10,,257.0,,1.93,,0.0
668,668,2016-06-02 04:33:19.000000,31.0203207784,-122.505736566,1464868800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
669,669,2016-07-19 20:07:28.000000,32.2453914658,-104.443013677,1468929600,72.4,0.09,,,53.94,,0.52,,clear-night,,0,0,,1015.8,,,Clear,72.4,,,9.94,,146.0,,5.17,,0.0
670,670,2016-09-14 03:53:31.000000,49.760570228,-111.073873434,1473854400,31.18,0,,,33.77,,0.93,,clear-night,,0,0,,1015.4,,,Clear,35.53,,,9.1,,178.0,,5.05,,0.0
671,671,2016-07-02 13:23:30.000000,45.0452084446,-104.859541193,1467460800,57.23,0.1,,,53.91,,0.89,,clear-day,,0,0,,1012.09,,,Clear,57.23,,,9.05,,179.0,,5.51,,0.0
672,672,2016-09-17 13:11:42.000000,31.665826074,-83.2486298302,1474113600,73.93,0,,,72.29,,0.95,,clear-day,,0,0,,1019.49,,,Clear,73.93,,,9.67,,68.0,,5.7,,0.0
673,673,2016-07-07 22:11:42.000000,26.2900705031,-73.2360246812,1467892800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
674,674,2016-05-29 17:32:04.000000,35.5133058539,-94.7541281186,1464523200,65.62,0.17,,,63.69,,0.94,,clear-day,,0,0,,1018.84,,,Clear,65.62,,,5.66,,99.0,,2.6,,0.0
675,675,2016-07-17 15:07:15.000000,38.1697651888,-79.0853982669,1468756800,69.17,0.04,,,66.86,,0.92,,clear-day,,0,0,,1021.39,,,Clear,69.17,,,9.21,,236.0,,2.17,,0.0
676,676,2016-08-26 04:02:07.000000,38.0376788064,-87.692447239,1472212800,73.2,0.01,,,71.57,,0.95,,clear-day,,0,0,,1019.36,,,Clear,73.2,,,6.23,,166.0,,3.6,,0.0
677,677,2016-05-19 01:59:56.000000,46.8785251089,-99.7985580437,1463659200,45.75,0.13,,,40.86,,0.71,,clear-day,,0,0,,1010.31,,,Clear,49.85,,,9.87,,154.0,,10.29,,0.0
678,678,2016-07-18 22:03:06.000000,40.8310271137,-79.8110139735,1468843200,72.18,0.21,,,66.07,,0.81,,clear-day,,0.0014,0.03,rain,1019.8,,,Clear,72.18,,,9.79,,221.0,,7.88,,0.0
679,679,2016-06-17 23:20:41.000000,46.0691396103,-78.3291775976,1466164800,62.22,0.14,,,52.67,,0.71,,clear-day,,0,0,,1015.69,,,Clear,62.22,,,9.59,,4.0,,3.22,,0.0
680,680,2016-08-02 08:59:53.000000,40.1880197759,-99.2629469001,1470139200,70.62,0.08,,,64.44,,0.81,,clear-day,,0.0021,0.05,rain,1014.08,,,Clear,70.62,,,9.8,,101.0,,7.95,,0.0
681,681,2016-06-23 02:32:43.000000,47.9936348414,-116.449002566,1466683200,57.51,0.3,,,45.03,,0.63,,partly-cloudy-day,,0,0,,1010.58,,,Partly Cloudy,57.51,,,10,,191.0,,4.85,,0.0
682,682,2016-07-31 05:16:41.000000,49.3361981831,-108.868073381,1469966400,57.1,0.31,,,55.12,,0.93,,partly-cloudy-day,,0,0,,1006.07,,,Partly Cloudy,57.1,,,8.29,,37.0,,4.59,,0.0
683,683,2016-06-20 10:13:55.000000,29.7408468666,-75.047858617,1466424000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
684,684,2016-08-17 08:33:50.000000,46.2891357495,-121.945940646,1471435200,58.77,0,,,52.8,,0.81,,clear-night,,0,0,,1018.54,,,Clear,58.77,,,10,,323.0,,5.78,,0.0
685,685,2016-07-11 22:36:21.000000,34.4686591558,-111.675962219,1468238400,69.02,0.02,,,34.44,,0.28,,clear-night,,0,0,,1007.31,,,Clear,69.02,,,10,,156.0,,4.21,,0.0
686,686,2016-07-15 04:35:06.000000,43.8372019601,-79.7256433748,1468584000,69.71,0.19,,,62.83,,0.79,,clear-day,,0,0,,1009.56,,,Clear,69.71,,,9.64,,235.0,,6.77,,0.0
687,687,2016-08-22 08:11:03.000000,42.7998335362,-92.817014096,1471867200,56.72,0.04,,,53.03,,0.87,,clear-day,,0,0,,1018.58,,,Clear,56.72,,,10,,165.0,,6.1,,0.0
688,688,2016-06-06 03:54:49.000000,48.0059062223,-122.733646302,1465214400,55.97,0.05,,,51.12,,0.84,,clear-night,,0,0,,1013.06,,,Clear,55.97,,,10,,264.0,,5.57,,0.0
689,689,2016-09-04 03:27:28.000000,42.8196899749,-98.5416524525,1472990400,65.6,0.18,,,61.18,,0.86,,clear-night,,0,0,,1009.79,,,Clear,65.6,,,10,,158.0,,9.83,,0.0
690,690,2016-07-21 15:28:26.000000,24.7095087217,-82.9622677807,1469102400,89.67,0.07,,,77.49,,0.88,,rain,,0.0106,0.51,rain,1017.69,,,Drizzle,81.49,,,9.52,,80.0,,8.49,,0.0
691,691,2016-05-24 06:04:05.000000,37.212435027,-75.7302873136,1464091200,61.69,0.1,,,57.52,,0.86,,clear-day,,0,0,,1015.88,,,Clear,61.69,,,10,,236.0,,9.76,,0.0
692,692,2016-06-07 08:10:11.000000,38.7563965638,-111.914580265,1465300800,58.59,0,,,33.84,,0.39,,clear-night,,0,0,,996.25,,,Clear,58.59,,,10,,212.0,,4.99,,0.0
693,693,2016-06-04 16:35:08.000000,33.9407312584,-117.813175171,1465041600,61.13,0.19,,,57.09,,0.87,,clear-night,,0,0,,1013.01,,,Clear,61.13,,,5.17,,196.0,,1.36,,0.0
694,694,2016-06-30 05:37:13.000000,34.9742142482,-71.3283219709,1467288000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
695,695,2016-07-04 21:32:54.000000,47.1039467793,-116.638369278,1467633600,52.55,0.03,,,36.63,,0.55,,clear-night,,0,0,,1014.11,,,Clear,52.55,,,10,,225.0,,5.11,,0.0
696,696,2016-09-03 00:33:58.000000,40.0789381019,-69.6758309657,1472904000,65.8,0.06,,,59.81,,0.81,,clear-day,,0,0,,1022.71,,,Clear,65.8,,,10,,39.0,,7.84,,0.0
697,697,2016-07-29 03:52:44.000000,29.9936377233,-104.894491318,1469793600,68.19,0.04,,,59.19,,0.73,,clear-night,,0,0,,1012.38,,,Clear,68.19,,,9,,61.0,,3.08,,0.0
698,698,2016-07-18 09:34:55.000000,32.9663984592,-97.1859045171,1468843200,77.24,0.11,,,70.89,,0.81,,clear-day,,0,0,,1018.77,,,Clear,77.24,,,10,,156.0,,6.8,,0.0
699,699,2016-07-17 10:07:35.000000,47.2783692,-86.707279353,1468756800,58.73,0,,,54.98,,0.87,,clear-day,,0,0,,1012.07,,,Clear,58.73,,,10,,183.0,,10.86,,0.0
700,700,2016-05-14 09:54:19.000000,46.2429426695,-82.6719840284,1463227200,34.04,,,,32.06,,0.74,,clear-day,,0,0,,1010.11,,,Clear,39.54,,,9.57,,324.0,,7.97,,0.0
701,701,2016-07-16 17:12:59.000000,43.7320894559,-95.3771421778,1468670400,58.45,0,,,55.83,,0.91,,clear-day,,0,0,,1019.35,,,Clear,58.45,,,9.14,,179.0,,2.78,,0.0
702,702,2016-05-08 18:45:42.000000,42.9155394354,-72.3982836288,1462708800,52.63,0.4,,,46.64,,0.8,,partly-cloudy-day,,0.0018,0.04,rain,1002.22,,,Partly Cloudy,52.63,,,9.08,,185.0,,7.84,,0.0
703,703,2016-06-23 03:31:08.000000,43.0917819489,-90.0491867449,1466683200,67.57,0.35,,,64.85,,0.91,,partly-cloudy-day,,0,0,,1009.75,,,Partly Cloudy,67.57,,,6.36,,287.0,,4.42,,0.0
704,704,2016-09-19 17:12:13.000000,31.1708890631,-118.75033719,1474286400,61.48,,,,,,,,clear-night,,,,rain,1012.9,,,Clear,61.48,,,,,303.0,,4.19,,0.0
705,705,2016-07-11 03:57:16.000000,32.7396439807,-115.283237151,1468238400,76.41,0,,,45.96,,0.34,,clear-night,,0,0,,1006.89,,,Clear,76.41,,,8,,262.0,,10.48,,0.0
706,706,2016-08-08 23:02:32.000000,26.2123307378,-75.7851029603,1470657600,88.76,0.52,0.25,,74.59,2.35,0.78,0.06,partly-cloudy-day,,,,rain,1016.92,2.16,,Partly Cloudy,82.22,1.94,,10,1.83,130.0,25.66,10.01,4.81,0.0
707,707,2016-05-30 14:35:57.000000,37.9357343141,-106.486802043,1464609600,36.83,0.04,,,27.54,,0.63,,clear-day,,0,0,,1015.62,,,Clear,39.15,,,10,,256.0,,3.51,,0.0
708,708,2016-08-28 12:31:47.000000,44.136503361,-117.390676309,1472385600,57.01,0,,,40.72,,0.54,,clear-night,,0,0,,1014.83,,,Clear,57.01,,,10,,272.0,,2.33,,0.0
709,709,2016-08-26 00:29:17.000000,44.9100635079,-85.8614087504,1472212800,62.89,0.07,,,59.35,,0.88,,clear-day,,0,0,,1019,,,Clear,62.89,,,10,,294.0,,7.88,,0.0
710,710,2016-05-31 20:57:18.000000,31.6734993487,-124.379363013,1464696000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
711,711,2016-07-04 00:18:28.000000,36.6345278064,-75.3204783973,1467633600,73.62,0.3,,,68.26,,0.83,,partly-cloudy-day,,0,0,,1019.21,,,Partly Cloudy,73.62,,,10,,48.0,,6.99,,0.0
712,712,2016-07-27 06:17:36.000000,36.0841909601,-120.257634336,1469620800,66.91,0,,,53.45,,0.62,,clear-night,,0,0,,1010.67,,,Clear,66.91,,,8.6,,186.0,,0.64,,0.0
713,713,2016-06-26 17:15:16.000000,36.7112997304,-104.792164877,1466942400,53.67,0.13,,,47.06,,0.78,,clear-day,,0,0,,1018.29,,,Clear,53.67,,,9.89,,179.0,,1.99,,0.0
714,714,2016-08-06 03:27:35.000000,36.257542746,-108.866692897,1470484800,56.38,0,,,55.09,,0.95,,clear-night,,0,0,,1016.52,,,Clear,56.38,,,6.57,,76.0,,2.67,,0.0
715,715,2016-06-26 11:43:57.000000,48.2294774374,-84.0639845193,1466942400,62.61,0.93,,,59.45,,0.89,,partly-cloudy-day,,0.0052,0.22,rain,1008.49,,,Mostly Cloudy,62.61,,,5.71,,199.0,,4.48,,0.0
716,716,2016-09-08 19:45:53.000000,35.0052328626,-80.9141989743,1473336000,68.17,0.04,,,65,,0.9,,clear-day,,0,0,,1018.49,,,Clear,68.17,,,8.83,,219.0,,3.35,,0.0
717,717,2016-07-11 13:06:38.000000,42.4495012084,-99.3910498755,1468238400,73.94,0,,,66.22,,0.77,,clear-day,,0,0,,999.89,,,Clear,73.94,,,9.87,,198.0,,6.88,,0.0
718,718,2016-07-15 12:47:36.000000,45.8842555568,-96.3844051657,1468584000,55.57,0,,,53.63,,0.93,,clear-day,,0,0,,1019.89,,,Clear,55.57,,,10,,282.0,,3.54,,0.0
719,719,2016-08-31 13:24:27.000000,41.750769251,-103.255803944,1472644800,57.94,0.31,,,57.25,,0.98,,partly-cloudy-night,,0,0,,1020.93,,,Partly Cloudy,57.94,,,2.34,,131.0,,6.09,,0.0
720,720,2016-09-02 20:17:30.000000,39.0077678856,-89.5679105968,1472817600,59.11,0.02,,,56.43,,0.91,,clear-day,,0,0,,1021.69,,,Clear,59.11,,,10,,29.0,,4.99,,0.0
721,721,2016-09-11 20:01:34.000000,32.2384318824,-98.197437172,1473595200,60.7,0,,,58.29,,0.92,,clear-night,,0,0,,1021.04,,,Clear,60.7,,,9.66,,300.0,,2.49,,0.0
722,722,2016-06-02 03:00:56.000000,43.6042523963,-101.765332153,1464868800,52.38,0.03,,,47.17,,0.82,,clear-day,,0,0,,1015.54,,,Clear,52.38,,,9.81,,144.0,,3,,0.0
723,723,2016-05-29 09:56:39.000000,41.4323841516,-72.7941304783,1464523200,70.15,0.02,,,57.94,,0.65,,clear-day,,0,0,,1020.66,,,Clear,70.15,,,9.96,,180.0,,4.29,,0.0
724,724,2016-07-04 15:29:38.000000,46.4514738563,-104.221480023,1467633600,63.71,0.03,,,50.76,,0.63,,clear-day,,0,0,,1007.51,,,Clear,63.71,,,10,,267.0,,5.97,,0.0
725,725,2016-06-09 21:47:53.000000,43.9685671017,-99.9087995795,1465473600,67.43,0,,,62,,0.83,,clear-day,,0,0,,1004.7,,,Clear,67.43,,,10,,288.0,,0.77,,0.0
726,726,2016-06-24 15:36:27.000000,36.1744832382,-107.689108403,1466769600,61.88,0.06,,,45.45,,0.55,,clear-night,,0,0,,1011.14,,,Clear,61.88,,,10,,179.0,,2.1,,0.0
727,727,2016-05-19 16:36:11.000000,31.117723155,-112.253890015,1463659200,57.77,0,,,45.79,,0.64,,clear-night,,0,0,,1009.76,,,Clear,57.77,,,8.84,,127.0,,2.18,,0.0
728,728,2016-06-28 22:29:15.000000,43.3358185195,-110.665952804,1467115200,43.69,0,,,36.11,,0.71,,clear-day,,0,0,,1018.59,,,Clear,45.11,,,10,,329.0,,3.46,,0.0
729,729,2016-07-11 19:13:36.000000,49.5212679094,-82.7224111822,1468238400,62.96,0.31,,,53.67,,0.72,,partly-cloudy-day,,0,0,,1016.51,,,Partly Cloudy,62.96,,,10,,199.0,,1.97,,0.0
730,730,2016-06-30 06:43:16.000000,36.8680020439,-73.8098383947,1467288000,74.6,0,,,66.04,,0.75,,clear-day,,0,0,,1016.57,,,Clear,74.6,,,10,,91.0,,5.63,,0.0
731,731,2016-05-23 10:09:50.000000,36.6500360162,-102.085352147,1464004800,60.88,0.1,,,57.59,,0.89,,clear-day,,0,0,,1004.95,,,Clear,60.88,,,7.86,,222.0,,8.2,,0.0
732,732,2016-06-10 07:35:11.000000,32.8723456676,-110.924014558,1465560000,78.37,0.05,,,52.72,,0.41,,clear-night,,0.0021,0.05,rain,1010.92,,,Clear,78.37,,,10,,179.0,,0.75,,0.0
733,733,2016-08-12 17:13:21.000000,42.6208121649,-95.7933707852,1471003200,67.62,0.09,,,66.36,,0.96,,clear-day,,0,0,,1010.27,,,Clear,67.62,,,7.88,,47.0,,2.47,,0.0
734,734,2016-06-18 02:42:23.000000,26.198301175,-79.0607898551,1466251200,89.01,0.17,,,76.44,,0.84,,clear-day,,0,0,,1015.72,,,Clear,81.67,,,9.29,,275.0,,7.06,,0.0
735,735,2016-08-27 08:05:21.000000,42.9626923804,-74.3829632607,1472299200,64.85,0.06,,,62.14,,0.91,,clear-day,,0,0,,1022.56,,,Clear,64.85,,,10,,205.0,,1.08,,0.0
736,736,2016-06-07 20:17:22.000000,32.1912301528,-106.057723323,1465300800,72.86,0.15,,,48.13,,0.42,,clear-night,,0,0,,1008.29,,,Clear,72.86,,,10,,59.0,,4.29,,0.0
737,737,2016-07-13 17:16:32.000000,36.6589521312,-72.1734457424,1468411200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
738,738,2016-09-13 20:20:42.000000,34.4082809688,-101.046655207,1473768000,63.78,0.16,,,60.34,,0.89,,clear-night,,0,0,,1013.06,,,Clear,63.78,,,9.42,,59.0,,1.58,,0.0
739,739,2016-06-13 14:35:31.000000,31.684038304,-110.482514679,1465819200,62.53,0,,,40.5,,0.44,,clear-night,,0,0,,1013.7,,,Clear,62.53,,,10,,212.0,,5.57,,0.0
740,740,2016-06-26 03:06:39.000000,27.2568671062,-98.0133250933,1466942400,78,0.06,,,76.61,,0.96,,clear-day,,0,0,,1016.92,,,Clear,78,,,5.46,,123.0,,5.64,,0.0
741,741,2016-08-12 18:08:05.000000,43.1329445492,-105.406232945,1471003200,48.91,0.03,,,43.84,,0.8,,clear-night,,0,0,,1019.39,,,Clear,49.61,,,10,,276.0,,3.38,,0.0
742,742,2016-05-21 08:55:43.000000,37.0239670804,-74.5135999321,1463832000,63.45,1,,,59.12,,0.86,,wind,,0.0026,0.08,rain,1014.68,,,Breezy and Overcast,63.45,,,9.03,,108.0,,20.61,,0.0
743,743,2016-06-13 22:22:17.000000,40.3494306774,-102.912785423,1465819200,54.66,0.04,,,52.62,,0.93,,clear-day,,0.001,0.01,rain,1017.98,,,Clear,54.66,,,10,,47.0,,1.36,,0.0
744,744,2016-07-17 17:53:09.000000,40.9487708405,-107.902484682,1468756800,53.59,0.02,,,37.18,,0.54,,clear-night,,0,0,,1011.28,,,Clear,53.59,,,10,,121.0,,2.63,,0.0
745,745,2016-06-17 13:28:20.000000,25.1621515075,-82.5293890371,1466164800,93.6,0.31,,,76.69,,0.79,,partly-cloudy-day,,0,0,,1016.14,,,Partly Cloudy,84.04,,,10,,228.0,,8.33,,0.0
746,746,2016-06-02 10:08:46.000000,49.1137495323,-78.7824793613,1464868800,56.97,0.66,,,54.12,,0.9,,rain,,0.0355,0.68,rain,1011.82,,,Light Rain,56.97,,,9.69,,167.0,,6.17,,0.0
747,747,2016-06-24 08:53:47.000000,33.2235790701,-85.9345961914,1466769600,74.22,0.1,,,69.73,,0.86,,clear-day,,0,0,,1019.6,,,Clear,74.22,,,10,,300.0,,1.98,,0.0
748,748,2016-05-29 12:58:38.000000,30.8876000468,-67.9870789716,1464523200,76,,,,71.84,,0.87,,clear-day,,,,rain,1023.2,,,Clear,76,,,,,130.0,,16,,0.0
749,749,2016-08-08 01:18:21.000000,29.4830498707,-70.801297405,1470657600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
750,750,2016-09-03 20:28:10.000000,27.8369398131,-122.956648563,1472904000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
751,751,2016-05-16 06:59:16.000000,36.156807829,-84.9354641777,1463400000,44.88,0.28,,,39.64,,0.76,,partly-cloudy-day,,0,0,,1024.56,,,Partly Cloudy,46.68,,,10,,58.0,,4.2,,0.0
752,752,2016-09-14 10:32:01.000000,48.8021001347,-78.8279112623,1473854400,39.34,0.79,,,42.22,,0.93,,partly-cloudy-day,,0,0,,1023.14,,,Mostly Cloudy,44.16,,,9.75,,337.0,,8.7,,0.0
753,753,2016-05-25 22:36:10.000000,44.0202310845,-109.61720553,1464177600,39.79,0.39,,,37.43,,0.91,,rain,,0.0186,0.6,rain,1012.65,,,Light Rain,39.79,,,9.14,,299.0,,2.73,,0.0
754,754,2016-05-30 07:18:52.000000,28.3255412838,-91.7625157962,1464609600,78.42,0.23,,,71.87,,0.8,,clear-day,,0,0,,1016.54,,,Clear,78.42,,,9.85,,109.0,,2.14,,0.0
755,755,2016-08-26 00:55:54.000000,28.1638815074,-113.822448373,1472212800,78.63,,,,68.18,,0.7,,clear-night,,0,0,,,,,Clear,78.63,,,10,,86.0,,7.21,,0.0
756,756,2016-08-01 18:05:25.000000,27.5530766997,-107.668443212,1470052800,69.61,0.86,,,66,,0.88,,fog,,,,rain,1010.06,,,Foggy,69.61,,,1.24,,200.0,,2,,0.0
757,757,2016-06-22 21:20:14.000000,35.2756424589,-73.533440548,1466596800,77.43,0,,,68.06,,0.73,,clear-day,,0,0,,1014.87,,,Clear,77.43,,,10,,228.0,,20.21,,0.0
758,758,2016-06-14 00:01:09.000000,36.973726113,-94.9466112295,1465905600,72.83,0.07,,,71,,0.94,,clear-day,,0,0,,1009.23,,,Clear,72.83,,,7.7,,168.0,,4.86,,0.0
759,759,2016-08-07 21:19:23.000000,29.8764531891,-85.9419678183,1470571200,77.65,0.08,,,74.96,,0.91,,clear-day,,0,0,,1012.69,,,Clear,77.65,,,10,,340.0,,5.5,,0.0
760,760,2016-07-11 00:47:10.000000,25.9763408375,-73.8355741859,1468238400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
761,761,2016-08-11 16:30:55.000000,27.1094311726,-122.183360804,1470916800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
762,762,2016-08-27 18:00:09.000000,46.161386893,-97.2627160541,1472299200,60.05,0.22,,,58.04,,0.93,,clear-day,,0.0067,0.32,rain,1015.07,,,Clear,60.05,,,10,,151.0,,6.26,,0.0
763,763,2016-06-04 03:47:11.000000,31.6044757685,-84.934126729,1465041600,75.61,0.13,,,71.06,,0.86,,rain,,0.0769,0.77,rain,1016.76,,,Rain,75.61,,,8.99,,221.0,,3.17,,0.0
764,764,2016-08-02 01:21:06.000000,32.86588587,-107.482734444,1470139200,67.32,0.06,,,61.65,,0.82,,clear-night,,0.0008,0.01,rain,1013.02,,,Clear,67.32,,,9.89,,320.0,,3.42,,0.0
765,765,2016-08-18 23:14:29.000000,35.0399948376,-123.207062432,1471521600,57,,,,,,,,clear-night,,,,rain,1011,,,Clear,57,,,,,180.0,,4,,0.0
766,766,2016-07-02 19:42:55.000000,33.0751273272,-114.84082332,1467460800,82.08,0,,,61.63,,0.52,,clear-night,,0,0,,1010.03,,,Clear,81.14,,,8.71,,79.0,,4.12,,0.0
767,767,2016-05-12 22:08:33.000000,26.8022138161,-116.046378801,1463054400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
768,768,2016-07-03 08:38:54.000000,29.6066850802,-108.004320857,1467547200,60.65,0.31,,,58.45,,0.92,,partly-cloudy-night,,,,rain,1011.06,,,Partly Cloudy,60.65,,,2.11,,,,,,0.0
769,769,2016-06-08 17:41:47.000000,36.1804981844,-118.308715729,1465387200,71.32,0.05,,,53.44,,0.53,,clear-night,,0,0,,1009.42,,,Clear,71.32,,,10,,292.0,,4.53,,0.0
770,770,2016-06-10 22:14:43.000000,41.767851053,-83.3846846674,1465560000,67.26,0.45,,,54,,0.62,,partly-cloudy-day,,0,0,,1017.09,,,Partly Cloudy,67.26,,,9.78,,135.0,,5.4,,0.0
771,771,2016-07-02 01:09:19.000000,40.2503686237,-103.305211946,1467460800,59.24,0.23,,,58.12,,0.96,,clear-day,,0,0,,1013.14,,,Clear,59.24,,,5.13,,1.0,,2.07,,0.0
772,772,2016-07-09 18:22:29.000000,42.7474321332,-67.4897137414,1468065600,55.78,1,,,54.77,,0.96,,cloudy,,0,0,,1013.73,,,Overcast,55.78,,,5.14,,76.0,,11.15,,0.0
773,773,2016-06-06 21:37:07.000000,27.907577849,-113.151621341,1465214400,79.37,0,,,71.66,,0.77,,clear-night,,0,0,,,,,Clear,79.37,,,10,,103.0,,11.53,,0.0
774,774,2016-07-05 03:44:23.000000,49.5244607124,-108.014334564,1467720000,50.43,0.5,,,47.1,,0.88,,rain,,0.028,0.65,rain,1010.19,,,Light Rain,50.43,,,9.55,,274.0,,4.93,,0.0
775,775,2016-09-09 13:58:37.000000,39.7922154038,-111.61842668,1473422400,50.62,0,,,33.15,,0.51,,clear-night,,0,0,,1013.23,,,Clear,50.62,,,10,,78.0,,1.66,,0.0
776,776,2016-07-20 03:56:38.000000,24.8473903489,-67.6172045321,1469016000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
777,777,2016-05-08 10:58:31.000000,45.3913199071,-90.4856883141,1462708800,41.63,0,,,34.91,,0.77,,clear-day,,0,0,,1012.95,,,Clear,41.63,,,10,,349.0,,1.43,,0.0
778,778,2016-07-22 02:10:12.000000,35.5393898745,-80.390166913,1469188800,75.18,0.06,,,70.33,,0.85,,clear-day,,0,0,,1018.35,,,Clear,75.18,,,9.73,,202.0,,4.14,,0.0
779,779,2016-08-19 00:02:08.000000,37.3867529231,-117.847913239,1471608000,63.87,0.06,,,40.13,,0.42,,clear-night,,0,0,,1011.57,,,Clear,63.87,,,9.61,,332.0,,3.06,,0.0
780,780,2016-07-10 01:36:22.000000,45.5641068845,-87.7481180474,1468152000,60.71,0,,,55.84,,0.84,,clear-day,,0,0,,1018.91,,,Clear,60.71,,,10,,324.0,,1.87,,0.0
781,781,2016-07-22 05:22:55.000000,41.6653791682,-71.4097425923,1469188800,75.4,0.45,,,67.82,,0.77,,partly-cloudy-day,,0,0,,1013.95,,,Partly Cloudy,75.4,,,9.83,,228.0,,10.91,,0.0
