,index,d,lat,lon,time,apparentTemperature,cloudCover,cloudCoverError,data,dewPoint,dewPointError,humidity,humidityError,icon,isd-stations,precipIntensity,precipProbability,precipType,pressure,pressureError,sources,summary,temperature,temperatureError,units,visibility,visibilityError,windBearing,windBearingError,windSpeed,windSpeedError,fire
946,946,2016-08-25 15:42:29.000000,36.8738870387,-98.0766878937,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,947,2016-06-11 20:50:02.000000,39.286219065,-80.3754653817,,,,,,,,,,,,,,,,,,,,,,,,,,,,
948,948,2016-05-17 23:10:25.000000,28.7243672839,-121.103887012,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949,949,2016-06-25 14:21:39.000000,41.5617002879,-69.8974093844,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,950,2016-07-18 13:42:02.000000,27.718849404,-72.0220988542,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,951,2016-06-18 16:42:20.000000,27.3266947229,-107.888644176,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,952,2016-08-05 05:25:21.000000,49.1818967266,-118.76725419,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,953,2016-06-20 14:16:21.000000,39.5429129899,-122.06698268,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,954,2016-06-17 09:44:24.000000,41.0041806914,-119.688087825,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955,955,2016-08-18 05:07:30.000000,36.6378022047,-99.8973135982,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,956,2016-09-05 18:46:31.000000,47.9372706702,-85.6529700707,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,957,2016-06-11 15:04:18.000000,48.885888706,-88.7951623602,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,958,2016-08-27 05:15:37.000000,48.917852575,-117.896382289,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,959,2016-08-28 03:55:02.000000,37.5027676873,-124.272360126,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,960,2016-06-13 20:35:45.000000,26.6955641537,-72.8665395265,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961,961,2016-08-05 15:01:45.000000,42.4980440101,-109.745023072,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962,962,2016-06-20 16:49:01.000000,40.3139163522,-71.866656118,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,963,2016-05-11 05:40:17.000000,37.5928324385,-110.198812777,,,,,,,,,,,,,,,,,,,,,,,,,,,,
964,964,2016-08-29 15:59:31.000000,26.6194555539,-116.903822244,,,,,,,,,,,,,,,,,,,,,,,,,,,,
965,965,2016-09-17 19:18:33.000000,25.2189135524,-101.540136696,,,,,,,,,,,,,,,,,,,,,,,,,,,,
966,966,2016-06-30 21:22:04.000000,49.4512973322,-70.0448797393,,,,,,,,,,,,,,,,,,,,,,,,,,,,
967,967,2016-06-22 15:14:32.000000,38.7997086822,-113.993760353,,,,,,,,,,,,,,,,,,,,,,,,,,,,
968,968,2016-05-24 14:29:49.000000,35.4194835057,-121.453729887,,,,,,,,,,,,,,,,,,,,,,,,,,,,
969,969,2016-06-17 18:34:07.000000,27.2968885325,-96.4913769824,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970,970,2016-09-10 07:25:38.000000,38.7690825017,-107.008683033,,,,,,,,,,,,,,,,,,,,,,,,,,,,
971,971,2016-06-28 20:45:06.000000,30.3123890796,-96.2205827986,,,,,,,,,,,,,,,,,,,,,,,,,,,,
972,972,2016-06-07 01:20:39.000000,32.9442781482,-94.4410560918,,,,,,,,,,,,,,,,,,,,,,,,,,,,
973,973,2016-09-03 10:54:41.000000,34.8119765638,-97.9200239306,,,,,,,,,,,,,,,,,,,,,,,,,,,,
974,974,2016-05-30 16:33:17.000000,26.3326830059,-108.941516373,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975,975,2016-05-11 04:23:40.000000,35.7644247669,-112.726583093,,,,,,,,,,,,,,,,,,,,,,,,,,,,
976,976,2016-05-19 11:11:22.000000,33.1550802673,-101.224045822,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977,977,2016-05-08 08:23:30.000000,48.6115333893,-77.1524261578,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978,978,2016-07-09 14:15:55.000000,33.5199179006,-109.771535379,,,,,,,,,,,,,,,,,,,,,,,,,,,,
979,979,2016-06-13 03:00:00.000000,31.9683529175,-74.9282154695,,,,,,,,,,,,,,,,,,,,,,,,,,,,
980,980,2016-06-02 21:12:51.000000,41.2500912898,-92.4999819166,,,,,,,,,,,,,,,,,,,,,,,,,,,,
981,981,2016-08-30 19:32:57.000000,31.8350116445,-107.297173653,,,,,,,,,,,,,,,,,,,,,,,,,,,,
982,982,2016-07-25 10:26:42.000000,40.9209511067,-78.5780647357,,,,,,,,,,,,,,,,,,,,,,,,,,,,
983,983,2016-05-26 20:36:30.000000,41.3979661006,-109.75991117,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984,984,2016-06-01 04:24:10.000000,39.9708445107,-123.780916236,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985,985,2016-08-12 11:35:35.000000,32.6802055687,-91.0547650472,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986,986,2016-06-22 14:48:30.000000,35.480225305,-97.8077575996,,,,,,,,,,,,,,,,,,,,,,,,,,,,
987,987,2016-05-25 13:10:15.000000,40.4717029457,-73.5595136772,,,,,,,,,,,,,,,,,,,,,,,,,,,,
988,988,2016-08-01 19:57:15.000000,41.8034842554,-98.837195201,,,,,,,,,,,,,,,,,,,,,,,,,,,,
989,989,2016-08-08 01:41:28.000000,27.2682568794,-105.701923755,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990,990,2016-07-20 15:14:03.000000,44.6039098023,-117.450447026,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991,991,2016-06-15 05:03:13.000000,34.0005836035,-108.460805746,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992,992,2016-06-28 21:15:17.000000,35.3970123166,-117.944229565,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993,993,2016-05-17 08:28:21.000000,45.0850090954,-81.6230125238,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994,994,2016-08-07 14:32:11.000000,37.8219490527,-82.2168971014,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995,995,2016-06-01 17:01:33.000000,30.6545356503,-92.4124427305,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996,996,2016-09-14 12:39:15.000000,26.0431738088,-75.39055181,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997,997,2016-07-31 09:27:48.000000,35.282402559,-93.7582921286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998,998,2016-08-22 10:50:50.000000,30.1563929193,-75.9706461439,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999,999,2016-07-17 02:35:59.000000,38.6671805614,-72.0303326157,,,,,,,,,,,,,,,,,,,,,,,,,,,,
