,apparentTemperature,cloudCover,dewPoint,humidity,icon,precipIntensity,precipProbability,precipType,pressure,visibility,windBearing,windSpeed,elevation,fire
609,-6.11,0.4,2.18,0.79,partly-cloudy-night,0.0,0.0,,1017.82,10.0,307.0,9.02,579.0,1
610,-6.11,0.4,2.18,0.79,partly-cloudy-night,0.0,0.0,,1017.82,10.0,307.0,9.02,579.0,1
611,-7.45,0.31,1.97,0.8,partly-cloudy-night,,,snow,1017.31,10.0,300.0,9.94,585.0,1
612,-7.45,0.31,1.97,0.8,partly-cloudy-night,,,snow,1017.31,10.0,300.0,9.94,585.0,1
613,-6.3,0.4,1.96,0.79,partly-cloudy-night,0.0,0.0,,1017.82,10.0,306.0,8.92,253.0,1
614,-6.3,0.4,1.96,0.79,partly-cloudy-night,0.0,0.0,,1017.82,10.0,306.0,8.92,253.0,1
615,18.86,1.0,20.5,0.83,cloudy,0.0,0.0,,1034.1,10.0,250.0,5.0,585.0,1
616,18.86,1.0,20.5,0.83,cloudy,0.0,0.0,,1034.1,10.0,250.0,5.0,585.0,1
617,-2.27,1.0,6.45,0.81,cloudy,,,snow,1017.8,3.59,155.0,9.96,585.0,1
618,-2.27,1.0,6.45,0.81,cloudy,,,snow,1017.8,3.59,155.0,9.96,585.0,1
619,6.58,0.79,13.12,0.72,partly-cloudy-night,0.0,0.0,,1029.88,9.33,322.0,16.21,571.0,1
620,6.58,0.79,13.12,0.72,partly-cloudy-night,0.0,0.0,,1029.88,9.33,322.0,16.21,571.0,1
621,-5.86,0.43,2.09,0.79,partly-cloudy-night,0.0,0.0,,1017.96,10.0,309.0,8.7,513.0,1
622,-5.86,0.43,2.09,0.79,partly-cloudy-night,0.0,0.0,,1017.96,10.0,309.0,8.7,507.665466309,1
623,-7.4,0.31,2.09,0.8,partly-cloudy-night,,,snow,1017.3,10.0,299.0,10.08,587.0,1
624,43.63,0.75,36.99,0.73,partly-cloudy-night,,,rain,1034.61,5.0,3.0,3.39,1705.1973877,1
625,43.63,0.75,36.99,0.73,partly-cloudy-night,,,rain,1034.61,5.0,3.0,3.39,578.0,1
626,18.86,1.0,20.5,0.83,cloudy,0.0,0.0,,1034.1,10.0,250.0,5.0,23.828742981,1
627,18.86,1.0,20.5,0.83,cloudy,0.0,0.0,,1034.1,10.0,250.0,5.0,572.0,1
628,18.86,1.0,20.5,0.83,cloudy,0.0,0.0,,1034.1,10.0,250.0,5.0,450.0,1
629,18.86,1.0,20.5,0.83,cloudy,0.0,0.0,,1034.1,10.0,250.0,5.0,18.3278217316,1
630,-5.46,0.46,1.97,0.78,partly-cloudy-night,0.0,0.0,,1018.2,10.0,312.0,8.25,18.3278217316,1
631,-5.46,0.46,1.97,0.78,partly-cloudy-night,0.0,0.0,,1018.2,10.0,312.0,8.25,448.0,1
632,18.86,1.0,20.5,0.83,cloudy,0.0,0.0,,1034.1,10.0,250.0,5.0,578.0,1
633,18.86,1.0,20.5,0.83,cloudy,0.0,0.0,,1034.1,10.0,250.0,5.0,235.0,1
634,-5.39,0.46,2.03,0.78,partly-cloudy-night,0.0,0.0,,1018.2,10.0,312.0,8.27,235.0,1
635,-5.39,0.46,2.03,0.78,partly-cloudy-night,0.0,0.0,,1018.2,10.0,312.0,8.27,1485.76416016,1
636,-5.47,0.46,1.97,0.78,partly-cloudy-night,0.0,0.0,,1018.19,10.0,312.0,8.27,14.0,1
637,-5.47,0.46,1.97,0.78,partly-cloudy-night,0.0,0.0,,1018.19,10.0,312.0,8.27,14.0,1
638,-5.4,0.46,2.03,0.78,partly-cloudy-night,0.0,0.0,,1018.2,10.0,312.0,8.27,432.833404541,1
639,-5.47,0.46,1.96,0.78,partly-cloudy-night,0.0,0.0,,1018.2,10.0,312.0,8.26,432.833404541,1
640,-5.47,0.46,1.96,0.78,partly-cloudy-night,0.0,0.0,,1018.2,10.0,312.0,8.26,1328.25439453,1
641,-5.4,0.46,2.03,0.78,partly-cloudy-night,0.0,0.0,,1018.2,10.0,312.0,8.27,472.0,1
642,-5.47,0.46,1.96,0.78,partly-cloudy-night,0.0,0.0,,1018.2,10.0,312.0,8.26,472.0,1
643,-5.47,0.46,1.96,0.78,partly-cloudy-night,0.0,0.0,,1018.2,10.0,312.0,8.26,472.0,1
644,-5.64,0.44,2.19,0.79,partly-cloudy-night,0.0,0.0,,1018.01,10.0,310.0,8.64,472.0,1
645,-5.64,0.44,2.19,0.79,partly-cloudy-night,0.0,0.0,,1018.01,10.0,310.0,8.64,101.0,1
646,-5.66,0.44,2.19,0.79,partly-cloudy-night,0.0,0.0,,1018.01,10.0,310.0,8.65,101.0,1
647,-5.66,0.44,2.19,0.79,partly-cloudy-night,0.0,0.0,,1018.01,10.0,310.0,8.65,1168.23706055,1
648,-5.41,0.46,2.03,0.78,partly-cloudy-night,0.0,0.0,,1018.19,10.0,312.0,8.28,1168.23706055,1
649,-5.41,0.46,2.03,0.78,partly-cloudy-night,0.0,0.0,,1018.19,10.0,312.0,8.28,570.0,1
650,-5.55,0.45,1.9,0.78,partly-cloudy-night,0.0,0.0,,1018.19,10.0,312.0,8.26,5.0,1
651,-6.25,0.39,2.28,0.79,partly-cloudy-night,0.0,0.0,,1017.73,10.0,306.0,9.27,5.0,1
652,-6.28,0.39,2.28,0.79,partly-cloudy-night,0.0,0.0,,1017.72,10.0,306.0,9.3,565.0,1
653,-2.27,1.0,6.44,0.81,cloudy,,,snow,1017.8,3.59,155.0,9.96,565.0,1
654,-2.27,1.0,6.44,0.81,cloudy,,,snow,1017.8,3.59,155.0,9.96,472.0,1
655,-5.4,0.46,2.03,0.78,partly-cloudy-night,0.0,0.0,,1018.19,10.0,312.0,8.27,472.0,1
656,-5.47,0.46,1.97,0.78,partly-cloudy-night,0.0,0.0,,1018.19,10.0,312.0,8.26,12.5523071289,1
657,-5.47,0.46,1.97,0.78,partly-cloudy-night,0.0,0.0,,1018.19,10.0,312.0,8.26,12.5523071289,1
658,-5.4,0.46,2.03,0.78,partly-cloudy-night,0.0,0.0,,1018.19,10.0,312.0,8.27,10.0,1
659,-6.08,0.41,2.09,0.79,partly-cloudy-night,0.0,0.0,,1017.87,10.0,307.0,8.89,10.0,1
660,-6.08,0.41,2.09,0.79,partly-cloudy-night,0.0,0.0,,1017.87,10.0,307.0,8.89,10.8179559708,1
661,-6.26,0.39,2.28,0.79,partly-cloudy-night,0.0,0.0,,1017.73,10.0,306.0,9.28,10.8179559708,1
662,-6.28,0.39,2.28,0.79,partly-cloudy-night,0.0,0.0,,1017.72,10.0,306.0,9.3,12.840467453,1
663,-5.4,0.46,2.03,0.78,partly-cloudy-night,0.0,0.0,,1018.19,10.0,312.0,8.28,12.840467453,1
664,-5.4,0.46,2.03,0.78,partly-cloudy-night,0.0,0.0,,1018.19,10.0,312.0,8.28,567.965026855,1
665,42.65,0.75,37.66,0.75,partly-cloudy-day,,,rain,1034.53,5.0,1.0,4.57,567.965026855,1
666,42.65,0.75,37.66,0.75,partly-cloudy-day,,,rain,1034.53,5.0,1.0,4.57,560.0,1
667,-5.71,0.43,2.17,0.79,partly-cloudy-night,0.0,0.0,,1017.99,10.0,310.0,8.68,560.0,1
668,-5.71,0.43,2.17,0.79,partly-cloudy-night,0.0,0.0,,1017.99,10.0,310.0,8.68,572.0,1
669,30.42,1.0,34.95,0.92,rain,0.0221,0.62,rain,1030.11,8.06,45.0,9.28,330.255889893,0
670,27.58,1.0,32.57,0.92,rain,0.0109,0.52,rain,1032.88,9.04,40.0,8.77,353.0,0
671,36.01,,36.46,0.8,clear-day,0.0,0.0,,1017.84,10.0,348.0,10.85,353.0,0
672,50.22,0.0,41.78,0.73,clear-night,0.0,0.0,,1016.15,10.0,183.0,7.06,353.0,0
673,11.02,0.88,10.64,0.69,partly-cloudy-night,0.0,0.0,,1010.39,10.0,121.0,5.91,353.0,0
674,43.56,0.0,22.64,0.35,clear-day,0.0,0.0,,1016.74,10.0,69.0,14.41,355.0,0
675,42.6,0.16,41.42,0.9,clear-night,0.0,0.0,,1015.55,9.62,158.0,3.39,350.0,0
676,51.57,0.0,41.48,0.68,clear-night,0.0,0.0,,1016.52,10.0,181.0,7.52,350.0,0
677,63.65,0.25,59.54,0.87,partly-cloudy-night,0.0022,0.05,rain,1007.55,9.67,229.0,3.02,373.988006592,0
678,68.73,0.19,64.37,0.86,clear-day,0.0,0.0,,1010.45,8.73,254.0,2.36,373.988006592,0
679,10.52,0.2,16.27,0.83,clear-day,0.0,0.0,,1016.07,10.0,291.0,8.48,348.468963623,0
680,68.79,0.1,33.62,0.27,clear-day,0.0,0.0,,1020.32,10.0,193.0,8.3,348.468963623,0
681,10.06,,17.34,0.86,clear-night,0.0,0.0,,1025.44,10.0,306.0,10.03,377.389160156,0
682,33.24,0.18,19.41,0.56,clear-day,0.0,0.0,,1028.67,10.0,267.0,2.97,355.537017822,0
683,21.27,0.31,23.36,0.84,partly-cloudy-day,0.0,0.0,,1002.73,10.0,296.0,5.68,370.0,0
684,13.65,0.07,2.34,0.6,snow,0.0068,0.33,snow,1028.51,10.0,37.0,2.56,359.0,0
685,67.14,0.1,40.02,0.37,clear-night,0.0,0.0,,1003.51,10.0,221.0,5.76,341.0,0
686,32.5,0.07,30.38,0.79,clear-night,0.0,0.0,,1016.84,10.0,99.0,4.35,341.0,0
687,10.12,0.1,-3.05,0.43,clear-day,0.0,0.0,,1019.28,10.0,23.0,3.22,359.316802979,0
688,21.83,,28.03,0.95,fog,0.0,0.0,,1010.67,1.09,122.0,7.43,359.316802979,0
689,40.9,0.75,21.6,0.37,partly-cloudy-day,0.0,0.0,,1015.09,10.0,65.0,11.91,357.0,0
690,54.44,0.08,48.8,0.81,clear-night,0.0,0.0,,1003.3,10.0,240.0,9.27,390.494049072,0
691,-4.15,0.13,4.52,0.77,clear-day,0.0,0.0,,1015.91,9.62,330.0,11.55,385.416656494,0
692,44.66,0.04,41.4,0.77,clear-day,0.0,0.0,,1014.76,10.0,172.0,8.24,349.800537109,0
693,-26.97,0.11,-15.4,0.72,clear-night,0.0,0.0,,1022.32,10.0,195.0,10.05,357.204437256,0
694,-8.15,0.75,-2.19,0.74,partly-cloudy-day,0.0018,0.04,snow,1035.09,9.07,284.0,7.07,323.0,0
695,64.07,0.26,59.71,0.86,partly-cloudy-night,0.0016,0.03,rain,1007.41,9.7,239.0,2.64,324.721069336,0
696,52.61,0.47,48.39,0.86,rain,0.0115,0.53,rain,1012.76,8.3,127.0,5.33,352.661499023,0
697,38.81,0.17,38.46,0.78,clear-day,0.0,0.0,,1008.06,10.0,149.0,12.59,372.366943359,0
698,-22.18,,-9.24,0.76,clear-night,0.0,0.0,,1018.1,10.0,185.0,12.31,356.004974365,0
699,58.81,0.0,55.85,0.9,clear-night,0.0,0.0,,1007.93,9.04,289.0,5.71,345.139190674,0
700,-8.82,0.0,-5.9,0.77,clear-day,0.0,0.0,,1029.5,10.0,16.0,3.61,345.139190674,0
701,62.39,0.07,55.77,0.79,clear-night,0.0,0.0,,1011.54,10.0,298.0,5.33,335.553588867,0
702,59.8,0.21,51.52,0.74,clear-day,0.0,0.0,,1020.48,10.0,346.0,5.42,365.0,0
703,68.9,0.35,62.3,0.8,rain,0.0139,0.55,rain,1010.79,9.6,128.0,4.28,343.546142578,0
704,50.27,0.1,32.93,0.51,clear-day,0.0014,0.02,rain,1011.08,10.0,225.0,10.01,349.140014648,0
705,63.01,0.31,60.81,0.93,rain,0.0113,0.52,rain,1009.1,7.19,151.0,12.74,351.0,0
706,39.33,0.48,26.68,0.5,partly-cloudy-day,0.0,0.0,,1018.05,10.0,326.0,9.34,367.297332764,0
707,66.87,0.0,62.98,0.87,clear-night,0.0,0.0,,1007.05,8.36,140.0,3.84,359.81829834,0
708,5.42,,7.78,0.67,clear-day,0.0,0.0,,1021.37,10.0,173.0,8.94,359.81829834,0
709,45.68,0.33,39.74,0.73,partly-cloudy-night,0.0,0.0,,1024.34,10.0,258.0,4.94,350.0,0
710,-17.17,0.02,-7.57,0.82,clear-night,0.0,0.0,,1025.13,9.59,326.0,6.82,381.0,0
711,6.18,0.0,11.24,0.89,clear-night,0.0015,0.02,snow,1009.29,9.18,138.0,4.72,384.905944824,0
712,52.46,0.07,49.38,0.89,clear-night,0.0,0.0,,1026.42,9.18,125.0,6.1,342.66506958,0
713,63.99,0.1,51.58,0.64,clear-day,0.0,0.0,,1013.73,9.52,78.0,5.24,346.797851562,0
714,37.11,0.0,39.87,0.95,fog,0.0013,0.02,rain,1002.48,0.58,192.0,5.96,348.398925781,0
715,62.28,0.36,51.64,0.68,partly-cloudy-day,0.0,0.0,,1004.72,10.0,325.0,12.27,341.0,0
716,10.95,0.0,-2.63,0.53,clear-day,0.0,0.0,,1029.7,10.0,17.0,0.7,377.134216309,0
717,67.06,0.63,57.5,0.71,partly-cloudy-day,0.0,0.0,,1013.39,9.67,161.0,6.11,363.0,0
718,62.07,0.12,53.24,0.73,clear-night,0.0,0.0,,1019.93,10.0,29.0,5.98,363.0,0
719,-14.81,0.1,-13.62,0.54,clear-night,0.0,0.0,,1023.7,10.0,269.0,7.34,325.0,0
720,31.45,0.12,32.91,0.88,clear-night,0.0,0.0,,1030.98,10.0,107.0,5.72,329.719665527,0
721,57.56,0.0,54.88,0.91,clear-day,0.0,0.0,,1010.2,8.7,63.0,4.28,338.0,0
722,61.26,0.76,59.47,0.94,partly-cloudy-night,0.005,0.2,rain,1010.17,4.93,73.0,1.74,355.0,0
723,2.5,1.0,14.52,0.89,cloudy,0.0,0.0,,1021.22,7.13,77.0,15.19,364.0,0
724,55.09,0.22,48.69,0.79,clear-night,0.0,0.0,,996.64,10.0,183.0,7.79,325.0,0
725,8.73,0.12,15.7,0.86,clear-night,0.0019,0.04,snow,1002.32,10.0,279.0,8.57,352.34552002,0
726,40.93,0.06,36.92,0.86,clear-day,0.0,0.0,,1031.31,9.43,209.0,2.1,325.0,0
727,74.22,0.09,44.73,0.35,clear-day,0.0,0.0,,1006.58,9.54,210.0,8.94,353.992004395,0
728,67.88,0.21,61.53,0.8,clear-night,0.0,0.0,,1010.73,10.0,181.0,6.57,325.0,0
729,53.44,0.11,46.43,0.77,clear-night,0.0,0.0,,1020.38,10.0,178.0,5.48,329.0,0
730,72.84,0.14,44.01,0.36,clear-day,0.0,0.0,,1018.71,10.0,166.0,4.68,366.4659729,0
731,26.17,0.39,28.45,0.74,partly-cloudy-day,0.001,0.01,rain,1017.33,6.26,330.0,16.32,371.453155518,0
732,11.15,0.31,7.33,0.84,partly-cloudy-day,0.0009,0.01,snow,1023.68,8.91,127.0,2.37,325.0,0
733,25.65,0.23,27.08,0.91,clear-night,0.0,0.0,,1017.06,9.62,336.0,3.54,348.148803711,0
734,9.35,0.38,13.29,0.7,partly-cloudy-day,0.0,0.0,,1012.29,5.64,41.0,12.46,358.141326904,0
735,60.04,0.27,49.09,0.67,partly-cloudy-day,0.0,0.0,,1015.06,9.93,349.0,9.07,495.0,0
736,-16.73,0.22,-7.18,0.78,clear-night,0.0,0.0,,1027.3,10.0,136.0,8.0,436.0,0
737,76.7,0.0,67.72,0.74,clear-day,0.0029,0.04,rain,999.74,10.0,178.0,5.19,236.826217651,0
738,59.6,0.14,57.46,0.93,clear-day,0.0,0.0,,999.13,10.0,220.0,5.92,235.505096436,0
739,52.53,0.13,42.09,0.68,clear-day,0.0054,0.23,rain,1012.56,9.01,170.0,3.28,1432.91052246,0
740,39.15,,40.69,0.92,clear-night,0.0053,0.22,rain,1007.84,8.76,182.0,6.24,1432.91052246,0
741,52.48,0.0,51.0,0.95,rain,0.0073,0.36,rain,1010.49,6.68,33.0,5.1,598.0,0
742,67.84,0.1,58.04,0.71,clear-day,0.0,0.0,,1010.45,10.0,303.0,12.91,598.0,0
743,50.6,0.23,42.35,0.73,clear-night,0.0,0.0,,1022.5,9.78,169.0,3.9,1041.50915527,0
744,57.54,0.06,51.93,0.82,clear-day,0.0027,0.08,rain,1019.39,9.82,326.0,2.02,495.867004395,0
745,34.76,1.0,33.67,0.83,cloudy,0.0,0.0,,1025.09,9.31,168.0,4.56,568.212097168,0
746,41.29,0.22,33.66,0.69,clear-day,0.0,0.0,,1027.38,9.82,337.0,3.56,568.212097168,0
747,20.67,,29.43,0.97,clear-night,0.0,0.0,,1010.81,7.75,358.0,11.57,297.831787109,0
748,10.48,0.0,17.16,0.88,clear-night,0.0,0.0,,1021.99,10.0,150.0,7.87,297.831787109,0
749,38.32,0.31,32.99,0.72,partly-cloudy-day,0.0,0.0,,1023.08,9.82,171.0,4.6,826.429321289,0
750,55.76,0.29,37.72,0.51,partly-cloudy-day,0.0034,0.12,rain,1008.53,9.75,180.0,7.25,1446.61694336,0
751,25.28,0.31,23.99,0.74,partly-cloudy-day,0.0,0.0,,1026.71,9.82,166.0,6.39,651.787719727,0
752,72.85,0.26,47.54,0.41,partly-cloudy-day,0.0,0.0,,1009.39,9.78,173.0,4.62,1201.0378418,0
753,18.98,0.18,11.16,0.71,clear-day,0.002,0.04,snow,1039.22,9.42,17.0,1.12,1712.81311035,0
754,34.36,,32.85,0.94,clear-night,0.0015,0.02,rain,1018.18,7.67,340.0,1.04,761.102600098,0
755,-5.17,0.39,5.9,0.74,partly-cloudy-night,0.0,0.0,,1016.33,9.92,235.0,19.01,590.0,0
756,56.78,0.23,53.55,0.89,rain,0.0217,0.61,rain,1014.05,9.64,154.0,2.34,578.0,0
757,30.47,,31.02,0.91,snow,0.0094,0.49,snow,1011.18,8.85,138.0,3.3,1561.31640625,0
758,79.76,0.19,38.41,0.23,clear-day,0.0,0.0,,1005.2,10.0,135.0,10.59,586.030761719,0
759,-26.65,0.0,-14.67,0.77,clear-night,0.0,0.0,,1021.88,10.0,318.0,8.96,458.0,0
760,6.75,0.0,15.44,0.87,clear-night,0.0,0.0,,1012.77,10.0,208.0,10.75,412.0,0
761,32.93,0.2,24.37,0.56,clear-day,0.0,0.0,,1020.72,10.0,62.0,7.97,636.0,0
762,58.12,0.12,56.46,0.94,clear-night,0.0,0.0,,1014.2,7.33,215.0,1.61,736.062011719,0
763,53.95,0.23,51.97,0.93,clear-night,0.0,0.0,,1020.5,10.0,319.0,3.31,591.0,0
764,71.16,0.12,55.94,0.59,clear-day,0.0,0.0,,1018.87,10.0,62.0,6.85,600.0,0
765,31.64,0.31,35.26,0.92,partly-cloudy-night,0.0,0.0,,1021.47,10.0,165.0,7.32,1109.55517578,0
766,24.34,,30.83,0.87,clear-day,0.0,0.0,,1023.82,10.0,318.0,15.23,1109.55517578,0
767,28.32,0.13,26.23,0.76,clear-night,0.0,0.0,,1018.94,10.0,240.0,5.0,291.0,0
768,70.74,0.08,59.2,0.67,clear-night,0.0,0.0,,1004.49,10.0,146.0,7.34,236.680084229,0
769,33.67,0.16,24.74,0.55,clear-day,0.0,0.0,,1019.4,10.0,238.0,8.75,1534.28918457,0
770,62.18,0.0,28.39,0.28,clear-day,0.0,0.0,,1018.06,10.0,295.0,12.05,1534.28918457,0
771,58.39,0.11,54.27,0.86,clear-night,0.0,0.0,,1013.78,10.0,165.0,4.24,1295.47802734,0
772,47.06,0.2,44.77,0.92,clear-night,0.0,0.0,,1014.65,9.42,284.0,1.06,1527.96948242,0
773,47.36,0.31,43.96,0.88,partly-cloudy-day,0.0,0.0,,1019.42,8.24,,0.0,1872.10021973,0
774,40.47,0.06,37.43,0.77,clear-day,0.0,0.0,,1025.57,10.0,213.0,6.24,1291.0,0
775,73.92,0.16,60.04,0.62,clear-day,0.0,0.0,,1018.03,10.0,18.0,1.58,1297.15087891,0
776,58.66,0.28,57.02,0.94,partly-cloudy-night,0.0101,0.2,rain,1009.3,8.62,40.0,2.41,1297.15087891,0
777,47.03,0.55,46.48,0.89,partly-cloudy-night,0.0063,0.29,rain,990.4,9.79,198.0,6.02,1241.53222656,0
778,65.53,0.02,29.87,0.26,clear-day,0.0,0.0,,1009.01,9.81,6.0,4.3,1459.07397461,0
779,81.13,0.19,48.0,0.3,clear-day,0.0,0.0,,1011.44,9.77,345.0,2.28,1339.47937012,0
780,32.79,0.0,32.95,0.87,clear-night,0.0,0.0,,1028.91,9.38,162.0,4.58,968.826843262,0
781,20.13,0.0,23.13,0.85,clear-night,0.0,0.0,,1010.23,9.93,153.0,6.32,850.0,0
782,51.77,0.33,38.93,0.61,partly-cloudy-night,0.0,0.0,,1006.98,9.95,213.0,9.48,975.0,0
783,35.79,0.0,31.39,0.74,clear-night,0.0012,0.02,rain,1020.24,9.58,202.0,4.24,1343.40856934,0
784,73.76,0.16,60.93,0.64,clear-day,0.0,0.0,,1015.63,10.0,180.0,3.86,1526.46948242,0
785,7.58,0.12,11.93,0.9,clear-night,0.0,0.0,,1021.19,10.0,150.0,4.13,1565.87609863,0
786,0.01,0.13,-3.68,0.84,clear-night,0.0,0.0,,1007.24,8.65,100.0,2.88,1565.87609863,0
787,-6.41,0.14,6.28,0.8,clear-day,0.0023,0.06,snow,1027.18,5.98,343.0,18.03,1518.0,0
788,-0.77,0.0,-4.56,0.83,clear-night,0.0,0.0,,1005.72,9.12,110.0,2.97,1518.0,0
789,50.85,0.0,45.89,0.83,clear-night,0.0,0.0,,1006.89,10.0,240.0,9.03,485.46383667,0
790,60.37,0.15,56.91,0.88,clear-night,0.0,0.0,,1008.39,10.0,254.0,3.29,1532.72546387,0
791,30.3,0.0,31.56,0.89,clear-night,0.0,0.0,,1014.76,8.75,266.0,4.67,1044.54992676,0
792,38.88,0.0,32.65,0.6,clear-day,0.0,0.0,,1016.41,10.0,311.0,16.33,1044.54992676,0
793,30.53,0.0,35.42,0.91,clear-night,0.0,0.0,,1018.62,10.0,345.0,10.95,756.339538574,0
794,56.82,0.09,53.41,0.88,clear-night,0.0,0.0,,1015.89,8.04,290.0,0.34,1493.05419922,0
795,28.2,1.0,26.54,0.93,snow,0.0094,0.5,snow,1004.24,6.68,38.0,0.63,579.0,0
796,7.94,0.33,-2.4,0.62,partly-cloudy-day,0.0,0.0,,1032.53,9.4,74.0,0.5,584.0,0
797,62.04,0.04,39.02,0.43,clear-day,0.0,0.0,,1018.27,9.52,268.0,5.11,1298.61975098,0
798,22.93,0.0,21.95,0.82,clear-night,0.0,0.0,,1011.52,9.7,164.0,3.26,1531.91381836,0
799,78.92,0.17,45.01,0.3,clear-day,0.0,0.0,,1013.08,9.62,295.0,3.53,1522.68103027,0
800,76.95,0.31,45.53,0.33,partly-cloudy-day,0.0,0.0,,1005.09,9.8,290.0,10.6,1481.86120605,0
801,35.64,1.0,33.9,0.93,rain,0.0252,0.63,rain,1006.36,6.06,255.0,0.24,236.0,0
802,68.06,0.18,39.52,0.35,clear-day,0.0,0.0,,1025.78,9.72,110.0,0.41,595.0,0
803,24.84,,25.89,0.84,clear-day,0.0,0.0,,1023.74,8.91,156.0,4.94,601.0,0
804,17.93,0.75,12.74,0.8,partly-cloudy-day,0.0008,0.01,snow,1014.29,9.51,122.0,2.38,586.0,0
805,72.28,0.26,50.16,0.46,partly-cloudy-day,0.0,0.0,,1020.7,9.86,219.0,4.73,581.0,0
806,64.8,0.0,34.15,0.32,clear-day,0.0,0.0,,1020.11,9.73,247.0,8.26,1480.88305664,0
807,77.35,0.31,44.8,0.32,partly-cloudy-day,0.0,0.0,,1018.24,10.0,39.0,10.4,1157.81494141,0
808,27.19,0.03,29.09,0.8,clear-day,0.0,0.0,,1007.54,9.73,213.0,9.86,595.0,0
809,49.72,,45.75,0.86,clear-night,0.001,0.01,rain,1008.45,9.02,147.0,1.92,585.0,0
810,63.21,0.12,52.61,0.68,clear-night,0.0,0.0,,1019.28,9.53,330.0,1.39,244.56401062,0
811,59.74,0.34,36.48,0.42,partly-cloudy-day,0.0,0.0,,1014.83,9.8,161.0,7.85,593.0,0
812,66.87,0.07,49.64,0.54,clear-night,0.0,0.0,,1014.27,9.75,332.0,3.17,582.0,0
813,71.04,0.09,50.55,0.48,clear-night,0.0,0.0,,1014.67,9.59,245.0,1.86,457.0,0
814,39.1,0.0,31.07,0.67,clear-day,0.0,0.0,,1027.1,9.73,194.0,3.7,457.0,0
815,27.1,,31.46,0.92,snow,0.0096,0.5,snow,1006.15,9.24,145.0,7.15,233.617202759,0
816,51.1,0.69,45.41,0.81,partly-cloudy-day,0.0044,0.17,rain,1008.84,9.76,194.0,4.02,233.617202759,0
817,44.84,0.31,43.0,0.93,partly-cloudy-night,0.0,0.0,,1012.01,9.36,345.0,2.23,1448.47680664,0
818,43.29,0.0,33.78,0.69,clear-night,0.0,0.0,,1023.08,9.5,32.0,2.47,1448.47680664,0
819,45.44,1.0,43.85,0.94,rain,0.018,0.57,rain,991.32,9.59,333.0,1.89,1486.66467285,0
820,52.19,0.35,45.68,0.78,partly-cloudy-day,0.0009,0.01,rain,1028.58,9.39,163.0,2.84,1486.66467285,0
821,63.44,0.48,61.95,0.95,partly-cloudy-night,0.0,0.0,,1000.66,8.73,297.0,2.16,495.0,0
822,54.76,0.03,46.79,0.74,clear-night,0.0,0.0,,1013.54,10.0,254.0,3.94,495.0,0
823,65.74,0.04,53.39,0.64,clear-night,0.0,0.0,,1014.99,9.54,208.0,1.58,1695.70507812,0
824,61.03,0.19,50.33,0.68,clear-day,0.0,0.0,,1015.41,9.76,23.0,0.09,1695.70507812,0
825,60.35,0.31,53.65,0.79,partly-cloudy-day,0.0,0.0,,1017.59,9.63,36.0,0.6,1043.15686035,0
826,3.72,0.62,7.75,0.73,partly-cloudy-day,0.0,0.0,,1035.17,9.5,174.0,8.27,1043.15686035,0
827,-5.02,0.0,6.26,0.84,clear-night,0.0,0.0,,1011.46,8.66,342.0,12.35,636.0,0
828,40.47,0.12,38.19,0.76,clear-night,0.0,0.0,,1024.53,10.0,192.0,9.48,716.091369629,0
829,27.32,0.01,31.41,0.95,clear-night,0.0,0.0,,1015.91,10.0,197.0,5.8,1390.85083008,0
830,-1.71,0.0,7.23,0.91,clear-night,0.0,0.0,,1028.57,10.0,279.0,6.81,954.83605957,0
831,35.28,0.15,34.98,0.84,clear-night,0.0,0.0,,1021.15,10.0,244.0,5.87,672.548400879,0
832,56.7,0.31,43.03,0.6,partly-cloudy-day,0.0011,0.01,rain,1016.25,9.66,142.0,4.93,672.548400879,0
833,44.6,0.19,27.28,0.5,clear-day,0.0,0.0,,1028.85,9.75,283.0,0.8,1036.06420898,0
834,74.04,0.29,54.57,0.51,partly-cloudy-day,0.0052,0.11,rain,1012.02,9.45,182.0,10.36,592.859436035,0
835,56.25,0.0,45.77,0.68,clear-day,0.0,0.0,,1013.94,10.0,298.0,10.66,586.0,0
836,32.4,0.15,29.5,0.67,clear-day,0.0,0.0,,1021.2,9.22,298.0,11.38,493.0,0
837,55.49,0.01,53.29,0.92,clear-night,0.0,0.0,,1019.55,10.0,89.0,5.81,458.0,0
838,50.95,,49.88,0.96,rain,0.0092,0.48,rain,1011.33,9.2,306.0,5.78,1351.85620117,0
839,63.69,0.02,59.04,0.85,rain,0.0087,0.44,rain,1006.99,10.0,194.0,7.85,1351.85620117,0
840,28.5,0.12,32.26,0.93,clear-night,0.0,0.0,,1027.08,10.0,68.0,6.05,584.0,0
841,71.98,0.11,65.6,0.8,rain,0.011,0.52,rain,1007.06,10.0,100.0,5.78,594.0,0
842,36.31,0.0,38.43,0.93,clear-night,0.0,0.0,,1017.48,6.49,244.0,5.54,596.0,0
843,37.12,,34.91,0.71,rain,0.008,0.41,rain,1007.03,9.72,177.0,13.72,586.0,0
844,73.55,0.22,39.51,0.29,clear-night,0.0,0.0,,1003.39,9.69,307.0,7.62,1250.06237793,0
845,41.85,0.26,39.62,0.92,partly-cloudy-night,0.0,0.0,,1015.09,9.73,61.0,0.34,582.178039551,0
846,58.15,0.43,48.54,0.7,partly-cloudy-day,0.0009,0.01,rain,1015.87,9.79,352.0,0.94,1254.62145996,0
