"","FIRE_NAME","FIRE_DAY","FIRE_MONTH","FIRE_YEAR","DATA_SOURC","CAUSE","REPORTED_A","SIZE_CLASS","AGENCY","COMMENTS","IGNITION_D","CONT_DATE","REGION_NUM","FOREST_NUM","ICS_CODE","ACRES","HA","SIZE_CLASS_"
"5347","",17,6,1982,"UNKNOWN",7,74,"C","USF","",19820617,19820617,5,13,"SQF",16.16,6.54,"10-99.9 acres"
"5348","",2,8,1977,"UNKNOWN",1,25,"C","USF","",19770802,19770805,5,11,"PNF",15.91,6.44,"10-99.9 acres"
"5349","MINE",15,6,1998,"UNKNOWN",5,100,"D","USF","",19980615,19980615,5,13,"SQF",95.6,38.69,"100-299.9 acres"
"5350","OLIVER",20,6,1998,"UNKNOWN",8,250,"D","USF","",19980620,19980622,5,13,"SQF",270.52,109.48,"100-299.9 acres"
"5351","GARRETT",3,9,2003,"GPS Air",1,1,"B","USF","",20030903,20030904,5,8,"MNF",0.18,0.07,"0.26-9.9 acres"
"5352","PADUA",25,10,2003,"UNKNOWN",7,10446,"G","USF","",20031025,20031103,5,12,"ANF",10457.86,4232.15,"5000+ acres"
"5353","GRAND PRIX",21,10,2003,"UNKNOWN",7,59788,"G","USF","",20031021,20031114,5,12,"BDF",50617.94,20484.35,"5000+ acres"
"5354","BRIDGE",5,9,2003,"UNKNOWN",9,1352,"F","USF","",20030905,20030914,5,12,"BDF",1157.08,468.25,"1000-4999.9 acres"
"5355","SNAKE/CARGYLE2",3,9,2003,"UNKNOWN",1,825.8,"E","USF","",20030903,20031120,5,15,"SNF",825.68,334.14,"300-999.9 acres"
"5356","SAND",28,11,2003,"UNKNOWN",5,332,"E","USF","",20031128,20031129,5,9,"MDF",333.03,134.77,"300-999.9 acres"
"5357","YELLOW",5,9,2003,"UNKNOWN",1,554,"E","USF","",20030905,20030907,5,9,"MDF",554.85,224.54,"300-999.9 acres"
"5358","CLARK",7,8,2001,"UNKNOWN",1,14,"C","USF","",20010807,20010905,5,16,"STF",8.04,3.25,"10-99.9 acres"
"5359","LION",9,7,2001,"UNKNOWN",1,15,"C","USF","",20010709,20010711,5,16,"STF",30.05,12.16,"10-99.9 acres"
"5360","WHITE",19,8,2001,"UNKNOWN",2,185,"D","USF","",20010819,20010823,5,16,"STF",184.75,74.77,"100-299.9 acres"
"5361","",8,5,1984,"UNKNOWN",9,766,"E","USF","",19840508,19840510,5,13,"SQF",937.49,379.39,"300-999.9 acres"
"5362","",28,5,1983,"UNKNOWN",9,95,"C","USF","",19830528,19830529,5,13,"SQF",105.26,42.6,"10-99.9 acres"
"5363","",22,7,1983,"UNKNOWN",7,35,"C","USF","",19830722,19830722,5,13,"SQF",18.03,7.3,"10-99.9 acres"
"5364","",16,8,1983,"UNKNOWN",1,20,"C","USF","",19830816,19830817,5,13,"SQF",14.77,5.98,"10-99.9 acres"
"5365","",6,11,1983,"UNKNOWN",9,50,"C","USF","",19831106,19831106,5,13,"SQF",12.68,5.13,"10-99.9 acres"
"5366","",29,8,1983,"UNKNOWN",7,150,"D","USF","",19830829,19830829,5,13,"SQF",44.33,17.94,"100-299.9 acres"
"5367","VIRGIN",8,7,1983,"UNKNOWN",1,12,"C","USF","",19830708,19830712,5,9,"MDF",2.81,1.14,"10-99.9 acres"
"5368","",21,9,1984,"UNKNOWN",7,30,"C","USF","",19840921,19840922,5,3,"ENF",26.97,10.91,"10-99.9 acres"
"5369","DEVIL",17,9,1992,"UNKNOWN",7,3,"B","USF","",19920917,19920917,5,10,"SRF",2.99,1.21,"0.26-9.9 acres"
"5370","CLEVELAND",29,9,1992,"UNKNOWN",9,24580,"G","USF","",19920929,19921012,5,3,"ENF",22518.78,9113.03,"5000+ acres"
"5371","PILOT",1,5,1993,"UNKNOWN",8,115,"D","USF","",19930501,19930503,5,13,"SQF",108.81,44.04,"100-299.9 acres"
"5372","MILL",12,7,1993,"UNKNOWN",9,70,"C","USF","",19930712,19930713,5,13,"SQF",140.97,57.05,"10-99.9 acres"
"5373","RICBAR",12,5,1993,"UNKNOWN",7,150,"D","USF","",19930512,19930512,5,13,"SQF",445.46,180.27,"100-299.9 acres"
"5374","RUSSIA",30,8,1993,"UNKNOWN",7,1485,"F","USF","",19930830,19930831,5,13,"SQF",216.44,87.59,"1000-4999.9 acres"
"5375","POWER",12,5,1993,"UNKNOWN",7,517,"E","USF","",19930512,19930512,5,13,"SQF",481.8,194.98,"300-999.9 acres"
"5376","OAK",23,6,1993,"UNKNOWN",7,65,"C","USF","",19930623,19930624,5,13,"SQF",50.73,20.53,"10-99.9 acres"
"5377","",19,11,1993,"UNKNOWN",4,5,"B","USF","",19931119,19931121,5,10,"SRF",4.98,2.01,"0.26-9.9 acres"
"5378","PLUM",12,11,2002,"GPS Air",5,1763,"F","USF","",20021112,20021220,5,3,"ENF",1762.24,713.15,"1000-4999.9 acres"
"5379","LOON 5",25,11,2002,"HD",5,21,"C","USF","",20021125,20021125,5,3,"ENF",21.24,8.6,"10-99.9 acres"
"5380","LOON 4",25,11,2002,"HD",5,23,"C","USF","",20021125,20021125,5,3,"ENF",23.1,9.35,"10-99.9 acres"
"5381","TELLS 2",25,11,2002,"HD",5,1,"C","USF","",20021125,20021125,5,3,"ENF",16.1,6.52,"10-99.9 acres"
"5382","ROBBS",25,11,2002,"HD",5,19,"C","USF","",20021125,20021125,5,3,"ENF",19,7.69,"10-99.9 acres"
"5383","TELLS 1",25,11,2002,"HD",5,3,"C","USF","",20021125,20021125,5,3,"ENF",17.77,7.19,"10-99.9 acres"
"5384","TELLS 3",25,11,2002,"HD",5,1,"C","USF","",20021125,20021125,5,3,"ENF",25.34,10.25,"10-99.9 acres"
"5385","COWBOY",6,4,2002,"GPS Air",7,9,"C","USF","",20020406,20020408,5,3,"ENF",13.81,5.59,"10-99.9 acres"
"5386","JUNE",30,9,2003,"GPS Air",9,80,"C","USF","",20030930,20031006,5,4,"INF",50.43,20.41,"10-99.9 acres"
"5387","PAPER",31,8,1987,"UNKNOWN",1,52947,"G","USF","",19870831,19871012,5,16,"STF",45020.3,18219.07,"5000+ acres"
"5388","LOST",31,8,1987,"UNKNOWN",1,23000,"G","USF","",19870831,19870908,5,6,"LNF",22781.43,9219.32,"5000+ acres"
"5389","LEWIS CRK",30,9,1980,"UNKNOWN",2,5400,"G","NPS","",19800930,19801006,5,13,"KNP",8326.62,3369.66,"5000+ acres"
"5390","HAUSER",24,7,2003,"MIXED",11,2039,"F","CCO","",20030724,20030727,5,1,"LAC",2038.86,825.1,"1000-4999.9 acres"
"5391","LIGHTNING 55",30,7,2003,"GPS Ground",1,17,"C","CDF","",20030730,20030731,5,9,"LMU",18.38,7.44,"10-99.9 acres"
"5392","SPRING",12,8,1996,"UNKNOWN",1,16,"C","USF","",19960812,19960814,5,3,"ENF",16.32,6.6,"10-99.9 acres"
"5393","SILVER",26,7,1996,"UNKNOWN",9,31,"C","USF","",19960726,19960727,5,3,"ENF",31.46,12.73,"10-99.9 acres"
"5394","KYBURZ",29,7,1996,"UNKNOWN",9,15,"C","USF","",19960729,19960730,5,3,"ENF",14.64,5.92,"10-99.9 acres"
"5395","UPPER",12,8,1996,"UNKNOWN",9,40,"C","USF","",19960812,19960815,5,3,"ENF",40.34,16.32,"10-99.9 acres"
"5396","LITTLE LOW",18,6,1996,"UNKNOWN",9,21,"C","USF","",19960618,19960619,5,10,"SRF",21.41,8.66,"10-99.9 acres"
"5397","HIGHWAY 58",15,8,1996,"UNKNOWN",9,106668,"G","USF","",19960815,19960825,5,7,"LPF",106969.74,43289.12,"5000+ acres"
"5398","RUSH",13,8,1996,"UNKNOWN",1,118,"D","USF","",19960813,19960815,5,14,"SHF",121.83,49.3,"100-299.9 acres"
"5399","POCKET",13,8,1996,"UNKNOWN",1,47,"C","USF","",19960813,19960826,5,14,"SHF",47.33,19.15,"10-99.9 acres"
"5400","BUTCHER",13,8,1996,"UNKNOWN",1,456,"E","USF","",19960813,19960824,5,14,"SHF",446.63,180.75,"300-999.9 acres"
"5401","ROUND",25,9,1997,"UNKNOWN",9,12,"C","USF","",19970925,19970925,5,10,"SRF",16.05,6.49,"10-99.9 acres"
"5402","DECHAMBEAU",15,5,1997,"UNKNOWN",1,10,"C","USF","",19970515,19970516,5,4,"INF",42.11,17.04,"10-99.9 acres"
"5403","HINDS",5,5,1997,"UNKNOWN",9,10,"C","USF","",19970505,19970506,5,4,"INF",9.9,4.01,"10-99.9 acres"
"5404","WILLY",13,6,1997,"UNKNOWN",1,50,"C","USF","",19970613,19970801,5,4,"INF",71.65,29,"10-99.9 acres"
"5405","PEANUT",30,8,1987,"UNKNOWN",1,6860,"G","USF","",19870830,19870912,5,14,"SHF",6265.9,2535.72,"5000+ acres"
"5406","",30,8,1987,"UNKNOWN",1,125,"D","USF","",19870830,19870902,5,14,"SHF",101.25,40.97,"100-299.9 acres"
"5407","",30,8,1987,"UNKNOWN",1,11,"C","USF","",19870830,19870901,5,13,"SQF",8.08,3.27,"10-99.9 acres"
"5408","FAY",30,8,1987,"UNKNOWN",1,13260,"G","USF","",19870830,19870905,5,13,"SQF",12153.3,4918.26,"5000+ acres"
"5409","",24,6,1987,"UNKNOWN",2,70,"C","USF","",19870624,19870625,5,13,"SQF",46.72,18.91,"10-99.9 acres"
"5410","WALKER",6,8,1990,"UNKNOWN",1,1100,"F","USF","",19900806,19900808,5,11,"PNF",1495.73,605.3,"1000-4999.9 acres"
"5411","GREENHORN",29,6,1990,"UNKNOWN",8,480,"E","USF","",19900629,19900703,5,11,"PNF",496.79,201.04,"300-999.9 acres"
"5412","HARTMAN",13,11,1990,"UNKNOWN",5,80,"C","USF","",19901113,19901114,5,11,"PNF",45.5,18.41,"10-99.9 acres"
"5413","WILDCAT",10,11,1990,"UNKNOWN",3,15,"C","USF","",19901110,19901112,5,11,"PNF",25.29,10.24,"10-99.9 acres"
"5414","ROUND",13,9,1990,"UNKNOWN",2,75,"C","USF","",19900913,19900914,5,16,"STF",20.66,8.36,"10-99.9 acres"
"5415","DEVILS",3,5,1990,"UNKNOWN",5,50,"C","USF","",19900503,19900505,5,15,"SNF",63.56,25.72,"10-99.9 acres"
"5416","KIRCH",20,7,1990,"UNKNOWN",9,3650,"F","USF","",19900720,19900724,5,15,"SNF",3746.26,1516.06,"1000-4999.9 acres"
"5417","LILLY",5,8,1990,"UNKNOWN",4,123,"D","USF","",19900805,19900815,5,15,"SNF",100.73,40.76,"100-299.9 acres"
"5418","TWIN 2",13,10,1990,"UNKNOWN",1,10,"C","USF","",19901013,19901231,5,15,"SNF",13.54,5.48,"10-99.9 acres"
"5419","GIBBS",6,11,1990,"UNKNOWN",9,40,"C","USF","",19901106,19901107,5,15,"SNF",20.71,8.38,"10-99.9 acres"
"5420","FORGOTTEN",9,12,1990,"UNKNOWN",5,12,"C","USF","",19901209,19901210,5,15,"SNF",6.88,2.78,"10-99.9 acres"
"5421","",11,9,1990,"UNKNOWN",3,320,"E","USF","",19900911,19900913,5,6,"LNF",530.39,214.64,"300-999.9 acres"
"5422","UPPER",13,7,1990,"UNKNOWN",9,415,"E","USF","",19900713,19900714,5,13,"SQF",352.66,142.72,"300-999.9 acres"
"5423","FLY",9,8,1990,"UNKNOWN",1,15,"C","USF","",19900809,19900815,5,16,"STF",14.03,5.68,"10-99.9 acres"
"5424","PI",19,8,1990,"UNKNOWN",1,10,"C","USF","",19900819,19900829,5,16,"STF",12.41,5.02,"10-99.9 acres"
"5425","LONG",6,4,1990,"UNKNOWN",1,11,"C","USF","",19900406,19900410,5,9,"MDF",7.15,2.89,"10-99.9 acres"
"5426","BUTTE",17,6,1990,"UNKNOWN",1,88,"C","USF","",19900617,19900621,5,9,"KNF",72.22,29.23,"10-99.9 acres"
"5427","FIVE POINTS",25,10,1990,"UNKNOWN",5,50,"C","USF","",19901025,19901029,5,5,"KNF",35.03,14.18,"10-99.9 acres"
"5428","VEHICLE",3,8,2007,"HD",2,25,"C","USF","",20070803,20070803,5,1,"ANF",24.9,10.08,"10-99.9 acres"
"5429","WHEELER",5,7,2007,"UNKNOWN",1,22906,"G","USF","Part of the Antelope Complex",20070705,20070721,5,11,"PNF",22331.92,9037.41,"5000+ acres"
"5430","PAST",19,8,2007,"UNKNOWN",9,89,"C","USF","",20070819,20070819,5,11,"PNF",84.96,34.38,"10-99.9 acres"
"5431","BUMMER",24,7,2007,"GPS Ground",1,50,"C","USF","",20070724,20070725,5,16,"STF",60.41,24.45,"10-99.9 acres"
"5432","BUTLER #2",14,9,2007,"UNKNOWN",9,14039,"G","USF","",20070914,20071231,5,12,"BDF",13736.27,5558.87,"5000+ acres"
"5433","CAJON",22,10,2007,"HD",9,250,"D","USF","",20071022,20071023,5,12,"BDF",256.54,103.82,"100-299.9 acres"
"5434","DOME2",10,8,2007,"HD",2,120,"D","USF","",20070810,20070810,5,16,"STF",137.63,55.7,"100-299.9 acres"
"5435","KING CREEK",10,7,2007,"MIXED",1,10617,"G","USF","Part of the Elk Complex, Total Cost 18,600,000",20070710,20071206,5,5,"KNF",10477.38,4240.04,"5000+ acres"
"5436","LITTLE GRIDER",10,7,2007,"MIXED",1,2171,"F","USF","Part of the Elk Complex, Total Cost 18,600,000",20070710,20071206,5,5,"KNF",2172.78,879.29,"1000-4999.9 acres"
"5437","TITUS",10,7,2007,"MIXED",1,2043,"F","USF","Part of the Elk Complex, Total Cost 18,600,000",20070710,20071206,5,5,"KNF",2177.29,881.12,"1000-4999.9 acres"
"5438","TOM MARTIN",10,7,2007,"MIXED",1,31,"C","USF","Part of the Elk Complex, Total Cost 18,600,000",20070710,20071206,5,5,"KNF",31.29,12.66,"10-99.9 acres"
"5439","WINGATE",10,7,2007,"MIXED",1,916,"E","USF","Part of the Elk Complex",20070710,20070715,5,5,"KNF",931.99,377.16,"300-999.9 acres"
"5440","RAILROAD",23,5,2007,"HD",6,80,"C","USF","",20070523,20070523,5,12,"BDF",84.64,34.25,"10-99.9 acres"
"5441","RAILDOAD 2",24,5,2007,"HD",6,10,"C","USF","",20070524,20070524,5,12,"BDF",13.73,5.56,"10-99.9 acres"
"5442","SHOOTING",3,6,2007,"HD",9,13,"C","USF","",20070603,20070603,5,12,"BDF",14.97,6.06,"10-99.9 acres"
"5443","ROCK",26,8,2007,"GPS Ground",1,96,"C","USF","",20070826,20070901,5,15,"SNF",85.73,34.69,"10-99.9 acres"
"5444","WONDER",28,10,2003,"MIXED",10,15,"C","CDF","",20031028,20031028,5,14,"SHU",15.71,6.36,"10-99.9 acres"
"5445","WEST KERN",21,8,2003,"GPS Air",1,7963,"G","NPS","",20030821,20031215,5,13,"KNP",7971.4,3225.91,"5000+ acres"
"5446","",21,9,1978,"UNKNOWN",2,1300,"F","USF","",19780921,19780922,5,2,"CNF",1556.12,629.74,"1000-4999.9 acres"
"5447","",14,7,1978,"UNKNOWN",2,350,"E","USF","",19780714,19780716,5,2,"CNF",265.88,107.6,"300-999.9 acres"
"5448","",1,8,1982,"UNKNOWN",3,813,"E","USF","",19820801,19820803,5,7,"LPF",803.34,325.1,"300-999.9 acres"
"5449","MCGEE",3,9,2003,"GPS Air",1,10,"C","USF","",20030903,20030903,5,4,"INF",8.04,3.25,"10-99.9 acres"
"5450","WOOLEY",2,8,2003,"GPS Air",1,23,"C","USF","",20030802,20030807,5,5,"KNF",22.72,9.2,"10-99.9 acres"
"5451","VISTA",7,7,2003,"GPS Air",7,38,"C","USF","",20030707,20030710,5,5,"KNF",41.1,16.63,"10-99.9 acres"
"5452","WHITES",3,9,2003,"HD",1,80,"C","USF","",20030903,20030908,5,5,"KNF",131.6,53.26,"10-99.9 acres"
"5453","HOPPER",5,7,2003,"UNKNOWN",2,35,"C","USF","",20030705,20030706,5,7,"LPF",34.57,13.99,"10-99.9 acres"
"5454","HAVALON",3,9,2003,"HD",1,3,"B","USF","",20030903,20030907,5,8,"MNF",7.76,3.14,"0.26-9.9 acres"
"5455","CONKLIN",3,9,2003,"HD",1,5,"B","USF","",20030903,20030903,5,8,"MNF",4.25,1.72,"0.26-9.9 acres"
"5456","HARDIN",3,9,2003,"GPS Air",1,110,"D","USF","",20030903,20030909,5,8,"MNF",123.29,49.89,"100-299.9 acres"
"5457","ICE",3,9,2003,"GPS Air",1,139,"D","USF","",20030903,20030906,5,8,"MNF",139.9,56.61,"100-299.9 acres"
"5458","WALKER CABIN",3,9,2003,"GPS Air",1,75,"C","USF","",20030903,20030909,5,8,"MNF",75.28,30.46,"10-99.9 acres"
"5459","ESTELL",3,9,2003,"GPS Air",1,125,"D","USF","",20030903,20030912,5,8,"MNF",221.55,89.66,"100-299.9 acres"
"5460","BAR",8,8,2003,"HD",9,60,"C","USF","",20030808,20030808,5,13,"SQF",28.7,11.62,"10-99.9 acres"
"5461","MUD",31,8,2003,"GPS Air",1,4102,"F","USF","",20030831,20031027,5,16,"STF",4336.84,1755.06,"1000-4999.9 acres"
"5462","WHIT",31,8,2003,"GPS Air",1,1014,"F","USF","",20030831,20031027,5,16,"STF",1003.49,406.1,"1000-4999.9 acres"
"5463","BURGSON",29,7,2003,"HD",1,15,"C","USF","",20030729,20030826,5,16,"STF",19.18,7.76,"10-99.9 acres"
"5464","BOX",19,7,2003,"GPS Air",1,1031,"F","USF","",20030719,20031231,5,16,"STF",1569.07,634.98,"1000-4999.9 acres"
"5465","MOUNTAIN",20,7,2003,"GPS Air",1,3090,"F","USF","",20030720,20031231,5,16,"STF",2632.77,1065.45,"1000-4999.9 acres"
"5466","MERCED",28,7,2003,"GPS Air",7,58,"C","USF","",20030728,20030830,5,16,"STF",57.43,23.24,"10-99.9 acres"
"5467","HANNING",4,7,1986,"UNKNOWN",4,10,"C","BLM","",19860704,19860704,5,13,"BBD",26.51,10.73,"10-99.9 acres"
"5468","STINER FLT",27,8,1983,"UNKNOWN",2,35,"C","BLM","",19830827,19830827,5,14,"NOD",30.48,12.33,"10-99.9 acres"
"5469","ROBLAR 2",21,10,2003,"UNKNOWN",2,4840,"F","BLM","",20031021,20031028,5,2,"CDD",6892.21,2789.18,"1000-4999.9 acres"
"5470","KIBBIE CMPLX WFU",29,7,2003,"MIXED",1,5574.38,"G","NPS","",20030729,20031107,5,16,"YNP",5570.19,2254.17,"5000+ acres"
"5471","KIBBIE CMPLX WF",29,7,2003,"MIXED",1,791.08,"E","NPS","",20030729,20031107,5,16,"YNP",790.46,319.89,"300-999.9 acres"
"5472","",3,10,1984,"UNKNOWN",9,25,"C","USF","",19841003,19841003,5,13,"SQF",9.19,3.72,"10-99.9 acres"
"5473","",30,6,1984,"UNKNOWN",5,60,"C","USF","",19840630,19840630,5,13,"SQF",26.5,10.72,"10-99.9 acres"
"5474","",13,7,1984,"UNKNOWN",7,90,"C","USF","",19840713,19840715,5,13,"SQF",152.18,61.59,"10-99.9 acres"
"5475","",24,6,1984,"UNKNOWN",7,35,"C","USF","",19840624,19840624,5,13,"SQF",17.22,6.97,"10-99.9 acres"
"5476","",22,6,1984,"UNKNOWN",7,10,"C","USF","",19840622,19840622,5,13,"SQF",8.46,3.42,"10-99.9 acres"
"5477","",16,6,1984,"UNKNOWN",7,40,"C","USF","",19840616,19840616,5,13,"SQF",9.48,3.84,"10-99.9 acres"
"5478","",21,8,1984,"UNKNOWN",2,20,"C","USF","",19840821,19840821,5,13,"SQF",8.11,3.28,"10-99.9 acres"
"5479","",8,9,1984,"UNKNOWN",2,60,"C","USF","",19840908,19840908,5,13,"SQF",47.06,19.04,"10-99.9 acres"
"5480","",29,5,1984,"UNKNOWN",1,448,"E","USF","",19840529,19840531,5,13,"SQF",482.23,195.15,"300-999.9 acres"
"5481","",18,4,1984,"UNKNOWN",9,175,"D","USF","",19840418,19840419,5,13,"SQF",102.85,41.62,"100-299.9 acres"
"5482","",5,7,1984,"UNKNOWN",1,750,"E","USF","",19840705,19840708,5,13,"SQF",901.47,364.81,"300-999.9 acres"
"5483","",2,6,1984,"UNKNOWN",7,150,"D","USF","",19840602,19840602,5,13,"SQF",33.29,13.47,"100-299.9 acres"
"5484","MATEO",6,5,1987,"UNKNOWN",9,225,"D","USF","",19870506,19870506,5,2,"CNF",195.69,79.19,"100-299.9 acres"
"5485","SILL",20,7,1999,"UNKNOWN",1,42,"C","USF","",19990720,19990720,5,2,"CNF",42.25,17.1,"10-99.9 acres"
"5486","BOULDER2",2,11,1999,"UNKNOWN",9,10,"C","USF","",19991102,19991103,5,2,"CNF",10.15,4.11,"10-99.9 acres"
"5487","MEMORIAL",21,12,1999,"UNKNOWN",4,14,"C","USF","",19991221,19991221,5,2,"CNF",13.85,5.61,"10-99.9 acres"
"5488","ZELLER",2,1,1999,"UNKNOWN",9,10,"C","USF","",19990102,19990102,5,2,"CNF",4.56,1.84,"10-99.9 acres"
"5489","MCLAUGHLIN",2,7,2001,"UNKNOWN",1,2714,"F","USF","",20010702,20010705,5,4,"INF",2714.43,1098.49,"1000-4999.9 acres"
"5490","STREAM",25,7,2001,"UNKNOWN",1,3560,"F","USF","",20010725,20010803,5,11,"PNF",3526.33,1427.05,"1000-4999.9 acres"
"5491","DOUBLEHEAD",10,7,2001,"UNKNOWN",1,24,"C","USF","",20010710,20010710,5,9,"MDF",23.98,9.7,"10-99.9 acres"
"5492","DEER",8,8,2001,"UNKNOWN",1,138,"D","USF","",20010808,20010816,5,9,"MDF",136.96,55.43,"100-299.9 acres"
"5493","CLUB",6,10,1996,"UNKNOWN",8,25,"C","USF","",19961006,19961006,5,1,"ANF",34.64,14.02,"10-99.9 acres"
"5494","CAMP",27,7,2000,"UNKNOWN",9,150,"D","USF","",20000727,20000728,5,1,"ANF",98.73,39.96,"100-299.9 acres"
"5495","SUGAR PINE",8,11,1995,"UNKNOWN",5,40,"C","USF","",19951108,19951211,5,19,"TMU",32.5,13.15,"10-99.9 acres"
"5496","MEEKS",5,11,1995,"UNKNOWN",5,105,"D","USF","",19951105,19951108,5,19,"TMU",75.97,30.74,"100-299.9 acres"
"5497","CANYON",18,6,2001,"UNKNOWN",9,566,"E","USF","",20010618,20010620,5,13,"SQF",566.45,229.23,"300-999.9 acres"
"5498","DEMOCRAT",23,6,2001,"UNKNOWN",9,550,"E","USF","",20010623,20010623,5,13,"SQF",559.19,226.3,"300-999.9 acres"
"5499","CRAG",16,6,2004,"GPS Air",1,861,"E","USF","",20040616,20040702,5,13,"SQF",870.49,352.27,"300-999.9 acres"
"5500","GREEN",24,7,2004,"HD",2,20,"C","USF","",20040724,20040724,5,2,"CNF",16.06,6.5,"10-99.9 acres"
"5501","SHEEPHEAD",6,7,2004,"GPS Air",9,18,"C","USF","",20040706,20040706,5,2,"CNF",16.3,6.6,"10-99.9 acres"
"5502","MORENA",5,6,2004,"GPS Air",2,20,"C","USF","",20040605,20040605,5,2,"CNF",14.48,5.86,"10-99.9 acres"
"5503","CARY",15,5,2004,"HD",9,10,"C","USF","",20040515,20040515,5,12,"BDF",4.79,1.94,"10-99.9 acres"
"5504","CRANSTON",27,6,2004,"HD",9,25,"C","USF","",20040627,20040627,5,12,"BDF",20.49,8.29,"10-99.9 acres"
"5505","MARTIN",21,7,2004,"HD",9,140,"D","USF","",20040721,20040723,5,12,"BDF",39.2,15.86,"100-299.9 acres"
"5506","MINTO",14,8,2004,"HD",1,24,"C","USF","",20040814,20040814,5,12,"BDF",47.71,19.31,"10-99.9 acres"
"5507","TRINITY",8,8,2004,"HD",9,195,"D","USF","",20040808,20040000,5,12,"BDF",211.44,85.57,"100-299.9 acres"
"5508","RIVER",10,10,2004,"HD",9,30,"C","USF","",20041010,20040000,5,12,"BDF",10.19,4.13,"10-99.9 acres"
"5509","MILL CREEK",23,9,2004,"HD",2,173,"D","USF","",20040923,20040000,5,12,"BDF",173.39,70.17,"100-299.9 acres"
"5510","RUNWAY",7,9,2004,"GPS Air",2,1193,"F","USF","",20040907,20040000,5,12,"BDF",1194.05,483.21,"1000-4999.9 acres"
"5511","BEND",23,5,2004,"GPS Air",1,15,"C","USF","",20040523,20040523,5,9,"MDF",15.06,6.1,"10-99.9 acres"
"5512","BSFMU10",25,7,2004,"GPS Air",1,14.5,"C","USF","",20040725,20040807,5,9,"MDF",14.61,5.91,"10-99.9 acres"
"5513","SYCAMORE #2",23,8,1980,"UNKNOWN",7,280,"D","USF","",19800823,19800825,5,15,"SNF",292.45,118.35,"100-299.9 acres"
"5514","STEVENSON",2,9,1980,"UNKNOWN",2,420,"E","USF","",19800902,19800905,5,15,"SNF",457.1,184.98,"300-999.9 acres"
"5515","KINGSMAN",7,10,1980,"UNKNOWN",2,317,"E","USF","",19801007,19801009,5,15,"SNF",254.14,102.85,"300-999.9 acres"
"5516","RICHARDS",10,12,1980,"UNKNOWN",5,25,"C","USF","",19801210,19801210,5,15,"SNF",14.88,6.02,"10-99.9 acres"
"5517","DUFF CREEK",26,12,1981,"UNKNOWN",5,574,"E","USF","",19801226,19810107,5,15,"SNF",528.59,213.91,"300-999.9 acres"
"5518","RODGERS",5,7,1980,"UNKNOWN",9,985,"E","USF","",19800705,19800709,5,15,"SNF",1830.44,740.75,"300-999.9 acres"
"5519","",28,7,1980,"UNKNOWN",1,350,"E","USF","",19800728,19800730,5,6,"LNF",1074.5,434.84,"300-999.9 acres"
"5520","",26,9,1980,"UNKNOWN",3,18,"C","USF","",19800926,19800928,5,13,"SQF",14.93,6.04,"10-99.9 acres"
"5521","",27,7,1980,"UNKNOWN",1,700,"E","USF","",19800727,19800731,5,13,"SQF",589.45,238.54,"300-999.9 acres"
"5522","",27,7,1980,"UNKNOWN",1,25,"C","USF","",19800727,19800728,5,13,"SQF",20,8.09,"10-99.9 acres"
"5523","DUNCAN",24,9,2001,"HD",7,127,"D","USF","",20010924,20010926,5,12,"BDF",126.3,51.11,"100-299.9 acres"
"5524","HORSE",17,6,2001,"HD",4,30,"C","USF","",20010617,20010619,5,12,"BDF",16.09,6.51,"10-99.9 acres"
"5525","MIDWAY",22,8,2001,"HD",9,150,"D","USF","",20010822,20010823,5,12,"BDF",76.1,30.8,"100-299.9 acres"
"5526","SHEEP RIDGE",3,9,2003,"GPS Air",1,15,"C","USF","",20030903,20030909,5,8,"MNF",11.38,4.6,"10-99.9 acres"
"5527","CEDAR 3",3,9,2003,"HD",1,2,"B","USF","",20030903,20030904,5,8,"MNF",1.15,0.46,"0.26-9.9 acres"
"5528","MIDDLE",3,9,2003,"GPS Air",1,10,"C","USF","",20030903,20030908,5,8,"MNF",11.34,4.59,"10-99.9 acres"
"5529","CHICO",29,6,2003,"HD",9,25,"C","USF","",20030629,20030630,5,13,"SQF",24.92,10.09,"10-99.9 acres"
"5530","HALFWAY",30,7,2003,"HD",1,34.26,"C","USF","",20030730,20030801,5,13,"SQF",34.27,13.87,"10-99.9 acres"
"5531","RANCHERIA",10,7,2003,"HD",2,33.98,"C","USF","",20030710,20030711,5,13,"SQF",33.99,13.76,"10-99.9 acres"
"5532","POINT",8,7,2003,"UNKNOWN",9,170,"D","BLM","",20030708,20030708,5,13,"BBD",177.54,71.85,"100-299.9 acres"
"5533","SUMMIT",25,8,2003,"GPS Air",1,6721,"G","USF","",20030825,20031231,5,4,"INF",4761.22,1926.8,"5000+ acres"
"5534","HEAVEN",6,6,2003,"GPS Air",5,11,"C","USF","",20030606,20030607,5,5,"KNF",11.13,4.5,"10-99.9 acres"
"5535","97",29,6,2003,"HD",5,205,"D","USF","",20030629,20030701,5,5,"KNF",251.2,101.66,"100-299.9 acres"
"5536","DOW",27,9,2003,"GPS Air",2,30,"C","USF","",20030927,20030927,5,6,"LNF",28.79,11.65,"10-99.9 acres"
"5537","SIGNAL",20,7,2003,"GPS Air",9,25,"C","USF","",20030720,20030720,5,6,"LNF",16.92,6.85,"10-99.9 acres"
