"","FIRE_NAME","FIRE_DAY","FIRE_MONTH","FIRE_YEAR","DATA_SOURC","CAUSE","REPORTED_A","SIZE_CLASS","AGENCY","COMMENTS","IGNITION_D","CONT_DATE","REGION_NUM","FOREST_NUM","ICS_CODE","ACRES","HA","SIZE_CLASS_"
"1","HAUSER",14,7,2005,"HD",4,12,"C","USF","",20050714,20050716,5,2,"CNF",123.6,50.02,"10-99.9 acres"
"2","PI PI-INDIAN DIGGING",18,8,1924,"UNKNOWN",9,0,"G","USF","",19240818,19240000,5,3,"ENF",8947.79,3621.04,"5000+ acres"
"3","CASCADE",7,6,1924,"UNKNOWN",9,0,"C","USF","",19240607,19240000,5,19,"ENF",43.08,17.43,"10-99.9 acres"
"4","TELLS CK",23,9,1924,"UNKNOWN",1,0,"C","USF","",19240923,19240000,5,3,"ENF",15.9,6.44,"10-99.9 acres"
"5","UPPER DESOLATION VAL",13,8,1924,"UNKNOWN",9,0,"D","USF","",19240813,19240000,5,3,"ENF",143.21,57.95,"100-299.9 acres"
"6","",0,0,1924,"UNKNOWN",9,0,"C","USF","",19240000,19240000,5,3,"ENF",15.59,6.31,"10-99.9 acres"
"7","BADGER HILL",4,7,1924,"UNKNOWN",9,0,"E","USF","",19240704,19240000,5,3,"ENF",638.22,258.28,"300-999.9 acres"
"8","BULTER",23,6,1924,"UNKNOWN",9,0,"C","USF","",19240623,19240000,5,3,"ENF",20.78,8.41,"10-99.9 acres"
"9","CABLE #2",19,5,1924,"UNKNOWN",9,0,"C","USF","",19240519,19240000,5,3,"ENF",20.45,8.27,"10-99.9 acres"
"10","BEACHES",6,6,1924,"UNKNOWN",9,0,"C","USF","",19240606,19240000,5,3,"ENF",92.54,37.45,"10-99.9 acres"
"11","",0,0,1926,"UNKNOWN",9,0,"E","USF","",19260000,19260000,5,6,"LNF",358.26,144.98,"300-999.9 acres"
"12","",0,0,1926,"UNKNOWN",1,0,"D","USF","",19260000,19260000,5,6,"LNF",214.63,86.86,"100-299.9 acres"
"13","",0,0,1926,"UNKNOWN",9,0,"D","USF","",19260000,19260000,5,6,"LNF",204.39,82.71,"100-299.9 acres"
"14","DOLLY VARDAN",6,5,1949,"UNKNOWN",3,0,"B","USF","",19490506,19490000,5,10,"SRF",2.99,1.21,"0.26-9.9 acres"
"15","TISH TANG",13,8,1949,"UNKNOWN",5,0,"B","USF","",19490813,19490000,5,10,"SRF",2.99,1.21,"0.26-9.9 acres"
"16","HOAGLIN",11,9,1949,"UNKNOWN",9,0,"B","USF","",19490911,19490000,5,10,"SRF",2.99,1.21,"0.26-9.9 acres"
"17","WILDER",18,8,1949,"UNKNOWN",5,0,"D","USF","",19490818,19490000,5,10,"SRF",230.8,93.4,"100-299.9 acres"
"18","CAUTION",18,9,1949,"UNKNOWN",4,0,"C","USF","",19490918,19490000,5,10,"SRF",11.59,4.69,"10-99.9 acres"
"19","HOLLOW",4,8,1949,"UNKNOWN",4,0,"D","USF","",19490804,19490000,5,10,"SRF",103.3,41.81,"100-299.9 acres"
"20","STICKER BASIN",18,6,1949,"UNKNOWN",1,0,"C","USF","",19490618,19490000,5,10,"SRF",34.22,13.85,"10-99.9 acres"
"21","N/A",29,9,1917,"UNKNOWN",5,0,"F","USF","",19170929,19170000,5,10,"SRF",2970.01,1201.92,"1000-4999.9 acres"
"22","SERPENTINE CAMP",3,9,1917,"UNKNOWN",5,0,"E","USF","",19170903,19170000,5,10,"SRF",996.83,403.4,"300-999.9 acres"
"23","CAMP CREEK #1",6,8,1917,"UNKNOWN",5,0,"G","USF","",19170806,19170000,5,10,"SRF",5133.94,2077.63,"5000+ acres"
"24","",0,0,1945,"UNKNOWN",9,0,"C","USF","",19450000,19450000,5,9,"MDF",17.99,7.28,"10-99.9 acres"
"25","",0,0,1945,"UNKNOWN",9,0,"C","USF","",19450000,19450000,5,9,"MDF",73.01,29.55,"10-99.9 acres"
"26","",0,0,1945,"UNKNOWN",9,0,"E","USF","",19450000,19450000,5,9,"MDF",496.52,200.93,"300-999.9 acres"
"27","STATE LINE",21,7,1945,"UNKNOWN",1,0,"C","USF","",19450721,19450000,5,9,"MDF",68.59,27.76,"10-99.9 acres"
"28","BOLES",16,9,1945,"UNKNOWN",9,0,"C","USF","",19450916,19450000,5,9,"MDF",28,11.33,"10-99.9 acres"
"29","JAP CAMP",19,7,1945,"UNKNOWN",9,0,"E","USF","",19450719,19450000,5,9,"MDF",341.89,138.36,"300-999.9 acres"
"30","HAY",3,9,1952,"UNKNOWN",9,0,"E","USF","",19520903,19520000,5,11,"PNF",400.81,162.2,"300-999.9 acres"
"31","",0,0,1911,"UNKNOWN",1,0,"E","USF","",19110000,19110000,5,15,"SNF",419.39,169.72,"300-999.9 acres"
"32","",0,0,1917,"UNKNOWN",1,0,"E","USF","",19170000,19170000,5,6,"LNF",614.3,248.6,"300-999.9 acres"
"33","",0,0,1917,"UNKNOWN",9,0,"E","USF","",19170000,19170000,5,6,"LNF",477.52,193.25,"300-999.9 acres"
"34","",0,0,1917,"UNKNOWN",1,0,"E","USF","",19170000,19170000,5,6,"LNF",327.39,132.49,"300-999.9 acres"
"35","",0,0,1917,"UNKNOWN",9,0,"F","USF","",19170000,19170000,5,6,"LNF",1124.67,455.14,"1000-4999.9 acres"
"36","",0,0,1917,"UNKNOWN",9,0,"E","USF","",19170000,19170000,5,6,"LNF",736.81,298.18,"300-999.9 acres"
"37","",0,0,1917,"UNKNOWN",1,0,"F","USF","",19170000,19170000,5,6,"LNF",1349.88,546.28,"1000-4999.9 acres"
"38","",0,0,1917,"UNKNOWN",9,0,"F","USF","",19170000,19170000,5,6,"LNF",1251.61,506.51,"1000-4999.9 acres"
"39","",0,0,1917,"UNKNOWN",9,0,"G","USF","",19170000,19170000,5,6,"LNF",12700.77,5139.82,"5000+ acres"
"40","",0,0,1917,"UNKNOWN",9,0,"G","USF","",19170000,19170000,5,6,"LNF",9203.51,3724.53,"5000+ acres"
"41","",0,0,1917,"UNKNOWN",9,0,"F","USF","",19170000,19170000,5,6,"LNF",1481.31,599.47,"1000-4999.9 acres"
"42","",0,0,1917,"UNKNOWN",1,0,"E","USF","",19170000,19170000,5,13,"SQF",649.09,262.68,"300-999.9 acres"
"43","",0,0,1917,"UNKNOWN",9,0,"C","USF","",19170000,19170000,5,13,"SQF",9.02,3.65,"10-99.9 acres"
"44","",0,0,1917,"UNKNOWN",9,0,"E","USF","",19170000,19170000,5,13,"SQF",321.9,130.27,"300-999.9 acres"
"45","",0,0,1917,"UNKNOWN",9,0,"E","USF","",19170000,19170000,5,13,"SQF",329.43,133.32,"300-999.9 acres"
"46","",0,0,1917,"UNKNOWN",1,0,"C","USF","",19170000,19170000,5,13,"SQF",28.08,11.36,"10-99.9 acres"
"47","",0,0,1917,"UNKNOWN",1,0,"E","USF","",19170000,19170000,5,13,"SQF",431.45,174.6,"300-999.9 acres"
"48","",0,0,1917,"UNKNOWN",1,0,"C","USF","",19170000,19170000,5,13,"SQF",10.28,4.16,"10-99.9 acres"
"49","",0,0,1917,"UNKNOWN",1,0,"E","USF","",19170000,19170000,5,13,"SQF",672.69,272.23,"300-999.9 acres"
"50","",0,0,1917,"UNKNOWN",9,0,"C","USF","",19170000,19170000,5,13,"SQF",64.16,25.97,"10-99.9 acres"
"51","",0,0,1917,"UNKNOWN",9,0,"C","USF","",19170000,19170000,5,13,"SQF",42.63,17.25,"10-99.9 acres"
"52","",0,0,1917,"UNKNOWN",9,0,"C","USF","",19170000,19170000,5,13,"SQF",15.5,6.27,"10-99.9 acres"
"53","",0,0,1917,"UNKNOWN",9,0,"F","USF","",19170000,19170000,5,13,"SQF",1615.87,653.92,"1000-4999.9 acres"
"54","",0,0,1919,"UNKNOWN",1,0,"C","USF","",19190000,19190000,5,15,"SNF",44,17.8,"10-99.9 acres"
"55","",0,0,1919,"UNKNOWN",1,0,"D","USF","",19190000,19190000,5,15,"SNF",144.31,58.4,"100-299.9 acres"
"56","",0,0,1919,"UNKNOWN",9,0,"E","USF","",19190000,19190000,5,6,"LNF",509.62,206.24,"300-999.9 acres"
"57","",0,0,1919,"UNKNOWN",1,0,"D","USF","",19190000,19190000,5,6,"LNF",247,99.96,"100-299.9 acres"
"58","",0,0,1919,"UNKNOWN",1,0,"B","USF","",19190000,19190000,5,9,"MDF",4.32,1.75,"0.26-9.9 acres"
"59","",0,0,1919,"UNKNOWN",1,0,"C","USF","",19190000,19190000,5,9,"MDF",47.3,19.14,"10-99.9 acres"
"60","",0,0,1919,"UNKNOWN",9,0,"C","USF","",19190000,19190000,5,9,"MDF",54.57,22.08,"10-99.9 acres"
"61","",0,0,1919,"UNKNOWN",1,0,"D","USF","",19190000,19190000,5,9,"MDF",232.41,94.05,"100-299.9 acres"
"62","",0,0,1919,"UNKNOWN",1,0,"D","USF","",19190000,19190000,5,9,"MDF",150.2,60.79,"100-299.9 acres"
"63","",0,0,1923,"UNKNOWN",9,0,"C","USF","",19230000,19230000,5,14,"SHF",91.56,37.05,"10-99.9 acres"
"64","",0,0,1923,"UNKNOWN",1,0,"D","USF","",19230000,19230000,5,14,"SHF",141.64,57.32,"100-299.9 acres"
"65","",0,0,1923,"UNKNOWN",1,0,"D","USF","",19230000,19230000,5,14,"SHF",106.12,42.95,"100-299.9 acres"
"66","",0,0,1923,"UNKNOWN",9,0,"E","USF","",19230000,19230000,5,14,"SHF",531.53,215.1,"300-999.9 acres"
"67","",0,0,1923,"UNKNOWN",9,0,"D","USF","",19230000,19230000,5,14,"SHF",147.86,59.84,"100-299.9 acres"
"68","BLOCKSBURG",17,10,1936,"UNKNOWN",5,0,"D","USF","",19361017,19360000,5,10,"SRF",154.61,62.57,"100-299.9 acres"
"69","PEARCE",30,11,1936,"UNKNOWN",5,0,"F","USF","",19361130,19360000,5,10,"SRF",2014.46,815.22,"1000-4999.9 acres"
"70","RIVERVIEW",5,8,1936,"UNKNOWN",1,0,"C","USF","",19360805,19360000,5,5,"KNF",26.11,10.56,"10-99.9 acres"
"71","BADGER MTN",5,8,1936,"UNKNOWN",1,0,"C","USF","",19360805,19360000,5,5,"KNF",18.02,7.29,"10-99.9 acres"
"72","BUTCHER GULCH",5,8,1936,"UNKNOWN",1,0,"C","USF","",19360805,19360000,5,5,"KNF",43.99,17.8,"10-99.9 acres"
"73","ASH CREEK",5,8,1936,"UNKNOWN",1,0,"E","USF","",19360805,19360000,5,5,"KNF",521.49,211.04,"300-999.9 acres"
"74","SKUNK GULCH",5,8,1936,"UNKNOWN",1,0,"C","USF","",19360805,19360000,5,5,"KNF",27.15,10.99,"10-99.9 acres"
"75","CARTER CREEK",16,8,1936,"UNKNOWN",8,0,"C","USF","",19360816,19360000,5,5,"KNF",16.02,6.48,"10-99.9 acres"
"76","ROCKY GULCH #2",29,9,1936,"UNKNOWN",3,0,"C","USF","",19360929,19360000,5,5,"KNF",39.89,16.14,"10-99.9 acres"
"77","STANSHAW TRAIL",26,11,1936,"UNKNOWN",5,0,"C","USF","",19361126,19360000,5,5,"KNF",13.02,5.27,"10-99.9 acres"
"78","N/A",1,10,1937,"UNKNOWN",1,0,"C","USF","",19371001,19370000,5,10,"SRF",54.77,22.16,"10-99.9 acres"
"79","DUNSING",10,7,1937,"UNKNOWN",2,0,"C","USF","",19370710,19370000,5,10,"SRF",8.96,3.63,"10-99.9 acres"
"80","MOSQUITO",15,7,1937,"UNKNOWN",5,0,"B","USF","",19370715,19370000,5,10,"SRF",4.88,1.97,"0.26-9.9 acres"
"81","SEIAD CREEK",10,7,1937,"UNKNOWN",9,0,"C","USF","",19370710,19370000,5,5,"KNF",15.65,6.33,"10-99.9 acres"
"82","SMOKEY CREEK",24,8,1937,"UNKNOWN",2,0,"C","USF","",19370824,19370000,5,5,"KNF",45.07,18.24,"10-99.9 acres"
"83","LAKE PRAIRIE",26,9,1947,"UNKNOWN",5,0,"D","USF","",19470926,19470000,5,10,"SRF",162.55,65.78,"100-299.9 acres"
"84","COMB",22,7,2005,"GPS Air",1,9753.94,"G","NPS","",20050722,20051201,5,13,"KNP",9756.47,3948.3,"5000+ acres"
"85","",0,0,1951,"UNKNOWN",1,0,"E","USF","",19510000,19510000,5,2,"CNF",629.11,254.59,"300-999.9 acres"
"86","",0,0,1951,"UNKNOWN",9,0,"D","USF","",19510000,19510000,5,2,"CNF",131.88,53.37,"100-299.9 acres"
"87","",0,0,1951,"UNKNOWN",9,0,"C","USF","",19510000,19510000,5,2,"CNF",81.18,32.85,"10-99.9 acres"
"88","",0,0,1951,"UNKNOWN",9,0,"C","USF","",19510000,19510000,5,2,"CNF",92.01,37.24,"10-99.9 acres"
"89","",0,0,1951,"UNKNOWN",9,0,"C","USF","",19510000,19510000,5,2,"CNF",50.08,20.27,"10-99.9 acres"
"90","",0,0,1951,"UNKNOWN",9,0,"D","USF","",19510000,19510000,5,2,"CNF",241.87,97.88,"100-299.9 acres"
"91","",0,0,1951,"UNKNOWN",1,0,"C","USF","",19510000,19510000,5,2,"CNF",52.98,21.44,"10-99.9 acres"
"92","DEADHORSE",17,8,1981,"UNKNOWN",1,50,"C","USF","",19810817,19810818,5,9,"MDF",51.87,20.99,"10-99.9 acres"
"93","EAST",17,9,1981,"UNKNOWN",1,540,"E","USF","",19810917,19810920,5,9,"MDF",515.26,208.52,"300-999.9 acres"
"94","",0,0,1966,"UNKNOWN",1,0,"D","USF","",19660000,19660000,5,6,"LNF",250.26,101.28,"100-299.9 acres"
"95","TRAIL",0,0,1998,"UNKNOWN",1,0,"C","NPS","",19980000,19980000,5,16,"YNP",49.78,20.14,"10-99.9 acres"
"96","MUD",3,5,1953,"UNKNOWN",9,0,"D","USF","",19530503,19530000,5,7,"LPF",247.29,100.07,"100-299.9 acres"
"97","",0,0,1921,"UNKNOWN",1,0,"C","USF","",19210000,19210000,5,13,"SQF",99.14,40.12,"10-99.9 acres"
"98","DINSMORE",21,8,1992,"UNKNOWN",5,0,"B","USF","",19920821,19920000,5,10,"SRF",3.73,1.51,"0.26-9.9 acres"
"99","",0,0,1925,"UNKNOWN",1,0,"E","USF","",19250000,19250000,5,13,"SQF",627.5,253.94,"300-999.9 acres"
"100","",0,0,1916,"UNKNOWN",9,0,"C","USF","",19160000,19160000,5,3,"ENF",32.25,13.05,"10-99.9 acres"
"101","",0,0,1916,"UNKNOWN",9,0,"F","USF","",19160000,19160000,5,3,"ENF",1397.12,565.4,"1000-4999.9 acres"
"102","",0,0,1916,"UNKNOWN",9,0,"D","USF","",19160000,19160000,5,3,"ENF",170.55,69.02,"100-299.9 acres"
"103","",0,0,1916,"UNKNOWN",9,0,"E","USF","",19160000,19160000,5,15,"SNF",569.36,230.41,"300-999.9 acres"
"104","",0,0,1916,"UNKNOWN",9,0,"C","USF","",19160000,19160000,5,15,"SNF",74.36,30.09,"10-99.9 acres"
"105","",0,0,1913,"UNKNOWN",1,0,"D","USF","",19130000,19130000,5,2,"CNF",212.82,86.12,"100-299.9 acres"
"106","",0,0,1913,"UNKNOWN",1,0,"D","USF","",19130000,19130000,5,2,"CNF",107.77,43.61,"100-299.9 acres"
"107","",0,0,1913,"UNKNOWN",1,0,"F","USF","",19130000,19130000,5,2,"CNF",1746.97,706.97,"1000-4999.9 acres"
"108","",0,0,1920,"UNKNOWN",1,0,"C","USF","",19200000,19200000,5,3,"ENF",28.57,11.56,"10-99.9 acres"
"109","AMERICAN RIVER",1,7,1920,"UNKNOWN",1,0,"D","USF","",19200701,19200000,5,3,"ENF",172.79,69.92,"100-299.9 acres"
"110","HARTWICK",25,7,1920,"UNKNOWN",9,0,"D","USF","",19200725,19200000,5,3,"ENF",177.62,71.88,"100-299.9 acres"
"111","",0,0,1945,"UNKNOWN",9,0,"F","USF","",19450000,19450000,5,16,"SNF",1084.62,438.93,"1000-4999.9 acres"
"112","",0,0,1945,"UNKNOWN",9,0,"E","USF","",19450000,19450000,5,16,"SNF",628.12,254.19,"300-999.9 acres"
"113","",0,0,1937,"UNKNOWN",9,0,"D","USF","",19370000,19370000,5,7,"LPF",288.46,116.74,"100-299.9 acres"
"114","",0,0,1937,"UNKNOWN",9,0,"C","USF","",19370000,19370000,5,7,"LPF",77.22,31.25,"10-99.9 acres"
"115","POWER HOUSE",10,11,1937,"UNKNOWN",9,0,"C","USF","",19371110,19370000,5,3,"ENF",74.24,30.04,"10-99.9 acres"
"116","",0,0,1937,"UNKNOWN",9,0,"C","USF","",19370000,19370000,5,3,"ENF",9.52,3.85,"10-99.9 acres"
"117","",0,0,1942,"UNKNOWN",9,0,"E","USF","",19420000,19420000,5,13,"SQF",763.64,309.03,"300-999.9 acres"
"118","",0,0,1942,"UNKNOWN",9,0,"G","USF","",19420000,19420000,5,13,"SQF",19833.34,8026.27,"5000+ acres"
"119","",0,0,1942,"UNKNOWN",9,0,"G","USF","",19420000,19420000,5,13,"SQF",26978.55,10917.83,"5000+ acres"
"120","",0,0,1942,"UNKNOWN",9,0,"E","USF","",19420000,19420000,5,13,"SQF",812.08,328.64,"300-999.9 acres"
"121","",0,0,1942,"UNKNOWN",9,0,"G","USF","",19420000,19420000,5,13,"SQF",7558.86,3058.96,"5000+ acres"
"122","",0,0,1942,"UNKNOWN",9,0,"G","USF","",19420000,19420000,5,13,"SQF",25219.27,10205.88,"5000+ acres"
"123","",0,0,1942,"UNKNOWN",9,0,"G","USF","",19420000,19420000,5,13,"SQF",23910.08,9676.07,"5000+ acres"
"124","",0,0,1942,"UNKNOWN",9,0,"F","USF","",19420000,19420000,5,2,"CNF",1260.25,510.01,"1000-4999.9 acres"
"125","",0,0,1942,"UNKNOWN",9,0,"D","USF","",19420000,19420000,5,2,"CNF",152,61.51,"100-299.9 acres"
"126","",0,0,1942,"UNKNOWN",9,0,"F","USF","",19420000,19420000,5,2,"CNF",2532.12,1024.71,"1000-4999.9 acres"
"127","",0,0,1954,"UNKNOWN",9,0,"D","USF","",19540000,19540000,5,11,"PNF",140.39,56.82,"100-299.9 acres"
"128","",0,0,1954,"UNKNOWN",9,0,"D","USF","",19540000,19540000,5,16,"STF",226.36,91.6,"100-299.9 acres"
"129","",0,0,1954,"UNKNOWN",9,0,"C","USF","",19540000,19540000,5,16,"STF",21.96,8.89,"10-99.9 acres"
"130","",0,0,1954,"UNKNOWN",9,0,"F","USF","",19540000,19540000,5,16,"STF",2677.33,1083.48,"1000-4999.9 acres"
"131","ELLIOTTS CORNER",2,8,1954,"UNKNOWN",9,0,"E","CDF","",19540802,19540000,5,15,"MMU",537.33,217.45,"300-999.9 acres"
"132","",0,0,1934,"UNKNOWN",9,0,"F","USF","",19340000,19340000,5,17,"TNF",1117.66,452.3,"1000-4999.9 acres"
"133","",0,0,1934,"UNKNOWN",9,0,"D","USF","",19340000,19340000,5,17,"TNF",245.88,99.5,"100-299.9 acres"
"134","",0,0,1950,"UNKNOWN",1,0,"F","USF","",19500000,19500000,5,11,"PNF",2600.56,1052.41,"1000-4999.9 acres"
"135","",0,0,1950,"UNKNOWN",9,0,"F","USF","",19500000,19500000,5,11,"PNF",3864.01,1563.71,"1000-4999.9 acres"
"136","LONE ROCK VALLEY",7,8,1950,"UNKNOWN",1,0,"D","USF","",19500807,19500000,5,11,"PNF",292.88,118.52,"100-299.9 acres"
"137","MILLFORD",2,9,1950,"UNKNOWN",9,0,"G","USF","",19500902,19500000,5,11,"PNF",9185.31,3717.17,"5000+ acres"
"138","GARNIER",8,8,1950,"UNKNOWN",9,0,"F","USF","",19500808,19500000,5,11,"PNF",4096.64,1657.85,"1000-4999.9 acres"
"139","",0,0,1950,"UNKNOWN",9,0,"D","USF","",19500000,19500000,5,15,"SNF",106.81,43.22,"100-299.9 acres"
"140","",0,0,1922,"UNKNOWN",9,0,"E","USF","",19220000,19220000,5,7,"LPF",908.19,367.53,"300-999.9 acres"
"141","",0,0,1922,"UNKNOWN",9,0,"E","USF","",19220000,19220000,5,7,"LPF",425.5,172.19,"300-999.9 acres"
"142","",0,0,1960,"UNKNOWN",9,0,"D","USF","",19600000,19600000,5,7,"LPF",262.97,106.42,"100-299.9 acres"
"143","",0,0,1960,"UNKNOWN",9,0,"E","USF","",19600000,19600000,5,7,"LPF",477.01,193.04,"300-999.9 acres"
"144","",0,0,1960,"UNKNOWN",9,0,"C","USF","",19600000,19600000,5,2,"CNF",55.88,22.61,"10-99.9 acres"
"145","",0,0,1960,"UNKNOWN",9,0,"D","USF","",19600000,19600000,5,2,"CNF",155.38,62.88,"100-299.9 acres"
"146","",0,0,1964,"UNKNOWN",9,0,"C","USF","",19640000,19640000,5,13,"SQF",33.29,13.47,"10-99.9 acres"
"147","",0,0,1964,"UNKNOWN",9,0,"C","USF","",19640000,19640000,5,13,"SQF",75.23,30.44,"10-99.9 acres"
"148","",0,0,1964,"UNKNOWN",9,0,"C","USF","",19640000,19640000,5,13,"SQF",24.74,10.01,"10-99.9 acres"
"149","",0,0,1964,"UNKNOWN",9,0,"B","USF","",19640000,19640000,5,13,"SQF",3.78,1.53,"0.26-9.9 acres"
"150","",0,0,1964,"UNKNOWN",9,0,"F","USF","",19640000,19640000,5,13,"SQF",1184.14,479.21,"1000-4999.9 acres"
"151","",0,0,1964,"UNKNOWN",9,0,"E","USF","",19640000,19640000,5,13,"SQF",743.91,301.05,"300-999.9 acres"
"152","",0,0,1964,"UNKNOWN",1,0,"F","USF","",19640000,19640000,5,2,"CNF",1963.4,794.56,"1000-4999.9 acres"
"153","",0,0,1964,"UNKNOWN",9,0,"D","USF","",19640000,19640000,5,2,"CNF",128.08,51.83,"100-299.9 acres"
"154","",0,0,1926,"UNKNOWN",1,0,"B","USF","",19260000,19260000,5,13,"SQF",3.72,1.51,"0.26-9.9 acres"
"155","",0,0,1926,"UNKNOWN",1,0,"C","USF","",19260000,19260000,5,13,"SQF",18.25,7.38,"10-99.9 acres"
"156","",0,0,1926,"UNKNOWN",1,0,"C","USF","",19260000,19260000,5,13,"SQF",8.89,3.6,"10-99.9 acres"
"157","ONION",23,8,1999,"UNKNOWN",1,15949,"G","USF","",19990823,19990901,5,14,"SHF",15960.95,6459.17,"5000+ acres"
"158","MEGRAM",23,8,1999,"UNKNOWN",1,124898,"G","USF","",19990823,19991103,5,14,"SHF",125072.53,50615.06,"5000+ acres"
"159","",0,0,1939,"UNKNOWN",1,0,"B","USF","",19390000,19390000,5,5,"KNF",1.53,0.62,"0.26-9.9 acres"
"160","",0,0,1939,"UNKNOWN",9,0,"F","USF","",19390000,19390000,5,6,"LNF",2458.67,994.99,"1000-4999.9 acres"
"161","",0,0,1939,"UNKNOWN",9,0,"E","USF","",19390000,19390000,5,6,"LNF",336.49,136.17,"300-999.9 acres"
"162","DOGGETT CREEK",29,8,1947,"UNKNOWN",1,0,"C","USF","",19470829,19470000,5,5,"KNF",39.91,16.15,"10-99.9 acres"
"163","RUFFY",16,9,1947,"UNKNOWN",4,0,"C","USF","",19470916,19470000,5,5,"KNF",11.01,4.46,"10-99.9 acres"
"164","CAYUSE GULCH",24,9,1947,"UNKNOWN",3,0,"F","USF","",19470924,19470000,5,5,"KNF",1301.45,526.68,"1000-4999.9 acres"
"165","",0,0,1914,"UNKNOWN",9,0,"C","USF","",19140000,19140000,5,13,"SQF",16.92,6.85,"10-99.9 acres"
"166","",0,0,1914,"UNKNOWN",9,0,"D","USF","",19140000,19140000,5,13,"SQF",116.48,47.14,"100-299.9 acres"
"167","",0,0,1914,"UNKNOWN",9,0,"C","USF","",19140000,19140000,5,13,"SQF",64.3,26.02,"10-99.9 acres"
"168","",0,0,1914,"UNKNOWN",9,0,"E","USF","",19140000,19140000,5,13,"SQF",361.9,146.45,"300-999.9 acres"
"169","",0,0,1914,"UNKNOWN",9,0,"D","USF","",19140000,19140000,5,13,"SQF",138.82,56.18,"100-299.9 acres"
"170","",0,0,1914,"UNKNOWN",1,0,"C","USF","",19140000,19140000,5,13,"SQF",19.89,8.05,"10-99.9 acres"
"171","",0,0,1914,"UNKNOWN",9,0,"E","USF","",19140000,19140000,5,13,"SQF",860.93,348.41,"300-999.9 acres"
"172","",0,0,1914,"UNKNOWN",1,0,"C","USF","",19140000,19140000,5,13,"SQF",12.96,5.25,"10-99.9 acres"
"173","",0,0,1914,"UNKNOWN",1,0,"D","USF","",19140000,19140000,5,13,"SQF",197.11,79.77,"100-299.9 acres"
"174","",0,0,1914,"UNKNOWN",9,0,"B","USF","",19140000,19140000,5,13,"SQF",7.81,3.16,"0.26-9.9 acres"
"175","",0,0,1955,"UNKNOWN",9,0,"E","USF","",19550000,19550000,5,2,"CNF",950.38,384.61,"300-999.9 acres"
"176","",0,0,1955,"UNKNOWN",9,0,"D","USF","",19550000,19550000,5,2,"CNF",108.33,43.84,"100-299.9 acres"
"177","",0,0,1931,"UNKNOWN",9,0,"C","USF","",19310000,19310000,5,2,"CNF",51.67,20.91,"10-99.9 acres"
"178","",0,0,1949,"UNKNOWN",9,0,"D","USF","",19490000,19490000,5,14,"SHF",243.91,98.71,"100-299.9 acres"
"179","",0,0,1949,"UNKNOWN",9,0,"D","USF","",19490000,19490000,5,14,"SHF",156.15,63.19,"100-299.9 acres"
"180","",0,0,1949,"UNKNOWN",9,0,"G","USF","",19490000,19490000,5,14,"SHF",6150.75,2489.12,"5000+ acres"
"181","",0,0,1949,"UNKNOWN",9,0,"D","USF","",19490000,19490000,5,14,"SHF",121.85,49.31,"100-299.9 acres"
"182","",0,0,1949,"UNKNOWN",9,0,"D","USF","",19490000,19490000,5,14,"SHF",150.72,60.99,"100-299.9 acres"
"183","",0,0,1949,"UNKNOWN",9,0,"D","USF","",19490000,19490000,5,14,"SHF",124.64,50.44,"100-299.9 acres"
"184","",0,0,1925,"UNKNOWN",9,0,"C","USF","",19250000,19250000,5,2,"CNF",44.93,18.18,"10-99.9 acres"
"185","",0,0,1925,"UNKNOWN",9,0,"C","USF","",19250000,19250000,5,2,"CNF",59.83,24.21,"10-99.9 acres"
"186","",0,0,1926,"UNKNOWN",9,0,"C","USF","",19260000,19260000,5,2,"CNF",74.56,30.17,"10-99.9 acres"
"187","",0,0,1926,"UNKNOWN",1,0,"C","USF","",19260000,19260000,5,9,"MDF",10.2,4.13,"10-99.9 acres"
"188","",0,0,1926,"UNKNOWN",1,0,"C","USF","",19260000,19260000,5,9,"MDF",13.96,5.65,"10-99.9 acres"
"189","",0,0,1926,"UNKNOWN",9,0,"C","USF","",19260000,19260000,5,9,"MDF",27.29,11.05,"10-99.9 acres"
"190","",0,0,1926,"UNKNOWN",1,0,"D","USF","",19260000,19260000,5,9,"MDF",176.61,71.47,"100-299.9 acres"
"191","",0,0,1926,"UNKNOWN",1,0,"D","USF","",19260000,19260000,5,9,"MDF",178.54,72.25,"100-299.9 acres"
"192","MISTLETOE CP",18,7,1926,"UNKNOWN",1,0,"C","USF","",19260718,19260000,5,9,"MDF",15.32,6.2,"10-99.9 acres"
"193","FORT BIDWELL",16,7,1926,"UNKNOWN",9,0,"G","USF","",19260716,19260000,5,9,"MDF",13100.95,5301.77,"5000+ acres"
"194","HAWKINS BAR",8,9,1926,"UNKNOWN",3,0,"B","USF","",19260908,19260000,5,10,"SRF",2.99,1.21,"0.26-9.9 acres"
"195","",0,0,1924,"UNKNOWN",9,0,"E","USF","",19240000,19240000,5,7,"LPF",498.52,201.74,"300-999.9 acres"
"196","",0,0,1947,"UNKNOWN",9,0,"E","USF","",19470000,19470000,5,11,"PNF",482.69,195.34,"300-999.9 acres"
"197","",0,0,1947,"UNKNOWN",9,0,"F","USF","",19470000,19470000,5,16,"SNF",1269.85,513.89,"1000-4999.9 acres"
"198","",0,0,1947,"UNKNOWN",9,0,"E","USF","",19470000,19470000,5,15,"SNF",554.96,224.59,"300-999.9 acres"
